"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"RAC2","maximum_longevity_y",0.0453682598783944,0.153786156183186,0.76798720455652,345,345,18,363,1.04927536231884,"1 - 3","success",0.999993213635889
"LIF","maximum_longevity_y",0.259494435917503,0.19258007865135,0.177831320293642,348,348,15,363,1.13505747126437,"1 - 11","success",0.999993213635889
"C22orf23","maximum_longevity_y",-0.0633982732574628,0.152451207290469,0.677512862775744,346,346,17,363,1.05202312138728,"1 - 8","success",0.999993213635889
"APOBEC3A","maximum_longevity_y",0.274178245916406,0.212686493292402,0.197356643320467,244,244,119,363,2.05737704918033,"1 - 12","success",0.999993213635889
"APOBEC3F","maximum_longevity_y",0.522829211212945,0.474459196121138,0.270484417451206,61,61,302,363,1.55737704918033,"1 - 4","success",0.999993213635889
"RIBC2","maximum_longevity_y",-0.0258300315852605,0.158010208616673,0.870147879814877,335,335,28,363,1.01791044776119,"1 - 2","success",0.999993213635889
"KRT17","maximum_longevity_y",0.226041076580428,0.147175159889968,0.124571661067339,352,352,11,363,1.14772727272727,"1 - 7","success",0.999993213635889
"EMC4","maximum_longevity_y",-0.0589691112751389,0.150429468747693,0.695054483176607,356,356,7,363,1.0252808988764,"1 - 2","success",0.999993213635889
"RNF112","maximum_longevity_y",-0.0134121434374872,0.164609217848745,0.935061271414351,317,317,46,363,1.00315457413249,"1 - 2","success",0.999993213635889
"SPECC1","maximum_longevity_y",-0.162378684395091,0.143966682090881,0.259366074463742,333,333,30,363,1.21921921921922,"1 - 4","success",0.999993213635889
"CPA4","maximum_longevity_y",-0.0398975136045736,0.162101177249486,0.805583745449649,314,314,49,363,1.02547770700637,"1 - 2","success",0.999993213635889
"DOCK4","maximum_longevity_y",-0.14302692318317,0.154516009895932,0.354630663487337,324,324,39,363,1.07098765432099,"1 - 3","success",0.999993213635889
"POT1","maximum_longevity_y",-0.474518454086952,0.140522398207825,0.000733297611263606,342,342,21,363,1.15204678362573,"1 - 4","success",0.130177785466225
"TAS2R16","maximum_longevity_y",0.00450665800639967,0.188645659850298,0.980940717902732,239,239,124,363,1.02510460251046,"1 - 5","success",0.999993213635889
"ATP6V1F","maximum_longevity_y",0.2264580666934,0.163547657179976,0.166156141850174,351,351,12,363,1.17378917378917,"1 - 2","success",0.999993213635889
"LSM8","maximum_longevity_y",-0.0244639913752245,0.153757199016302,0.873583831776082,345,345,18,363,1.0231884057971,"1 - 2","success",0.999993213635889
"CDHR3","maximum_longevity_y",-0.0745443707081421,0.157158010761712,0.635266364335744,312,312,51,363,1.05128205128205,"1 - 2","success",0.999993213635889
"PRKRIP1","maximum_longevity_y",-0.0361302848332773,0.157179413522872,0.818195492745057,339,339,24,363,1.00884955752212,"1 - 2","success",0.999993213635889
"VGF","maximum_longevity_y",0.0357596773496897,0.159706819206672,0.82282868176912,329,329,34,363,1.01215805471125,"1 - 3","success",0.999993213635889
"PODXL","maximum_longevity_y",-0.0615608189893125,0.160574114264215,0.701438422435225,315,315,48,363,1.02539682539683,"1 - 2","success",0.999993213635889
"FOXP2","maximum_longevity_y",-0.355448013199413,0.140435569484405,0.0113724949176828,346,346,17,363,1.16184971098266,"1 - 5","success",0.607402020818359
"STRIP2","maximum_longevity_y",-0.0323950946900698,0.151522274514774,0.830704916925836,349,349,14,363,1.03724928366762,"1 - 2","success",0.999993213635889
"IFT22","maximum_longevity_y",0.153024621628068,0.154219437339894,0.321074370049514,341,341,22,363,1.07624633431085,"1 - 4","success",0.999993213635889
"MKLN1","maximum_longevity_y",-0.149713383252505,0.150123321787748,0.318633800677094,343,343,20,363,1.06413994169096,"1 - 2","success",0.999993213635889
"DNAJB9","maximum_longevity_y",-0.0251635928085414,0.15469976077301,0.87078548257579,352,352,11,363,1.00852272727273,"1 - 2","success",0.999993213635889
"FLNC","maximum_longevity_y",0.0101106049060011,0.159381840299791,0.949419028918936,321,321,42,363,1.02803738317757,"1 - 2","success",0.999993213635889
"LRRC4","maximum_longevity_y",0.0116147883909827,0.157250351941415,0.94112038058091,339,339,24,363,1.0117994100295,"1 - 2","success",0.999993213635889
"CALU","maximum_longevity_y",-0.0488573519595395,0.152651037041132,0.748923537364828,353,353,10,363,1.02832861189802,"1 - 3","success",0.999993213635889
"CCDC136","maximum_longevity_y",-0.034219200627498,0.150489882942308,0.820124080361799,358,358,5,363,1.03631284916201,"1 - 3","success",0.999993213635889
"SMO","maximum_longevity_y",0.00865514842698816,0.153510866730879,0.955038021538252,344,344,19,363,1.00872093023256,"1 - 2","success",0.999993213635889
"IRF5","maximum_longevity_y",0.00447046439995944,0.153567891373177,0.976776324980932,344,344,19,363,1.01744186046512,"1 - 2","success",0.999993213635889
"LRRC17","maximum_longevity_y",0.00366163146689424,0.154934453789556,0.981145011978849,354,354,9,363,1.00282485875706,"1 - 2","success",0.999993213635889
"KLHDC10","maximum_longevity_y",0.00678534631428316,0.154574735550277,0.964986614181929,356,356,7,363,1.00280898876405,"1 - 2","success",0.999993213635889
"NDUFA5","maximum_longevity_y",0.0161541876920431,0.17585178864099,0.926807273641567,357,357,6,363,1.26330532212885,"1 - 6","success",0.999993213635889
"FEZF1","maximum_longevity_y",-0.0029841051354364,0.153678646598627,0.984507790434454,344,344,19,363,1.00872093023256,"1 - 2","success",0.999993213635889
"OPN1SW","maximum_longevity_y",0.00308004883302369,0.166017754953525,0.985198074507359,288,288,75,363,1.00694444444444,"1 - 2","success",0.999993213635889
"MRPS12","maximum_longevity_y",-0.00216666192317573,0.160939669364738,0.989258745930558,333,333,30,363,1.00900900900901,"1 - 2","success",0.999993213635889
"MYO1B","maximum_longevity_y",-0.171510722146291,0.148413711488406,0.247834227986142,340,340,23,363,1.10294117647059,"1 - 3","success",0.999993213635889
"HOXD1","maximum_longevity_y",-0.0226941372490538,0.163027542152493,0.889288699227258,313,313,50,363,1.00319488817891,"1 - 2","success",0.999993213635889
"HOXD3","maximum_longevity_y",0.00269110913919252,0.157335728378256,0.986353450898801,337,337,26,363,1.02670623145401,"1 - 4","success",0.999993213635889
"MTX2","maximum_longevity_y",0.00739604229210478,0.153142324097871,0.961480963693572,348,348,15,363,1.00574712643678,"1 - 2","success",0.999993213635889
"PDE11A","maximum_longevity_y",0.00548080248028299,0.157411735283862,0.972224661330314,342,342,21,363,1.00584795321637,"1 - 2","success",0.999993213635889
"CHN1","maximum_longevity_y",-0.179662545377604,0.147579685385461,0.223454546140531,347,347,16,363,1.0806916426513,"1 - 3","success",0.999993213635889
"GAD1","maximum_longevity_y",0.00823403599770459,0.153018481829571,0.957085961712657,353,353,10,363,1.0056657223796,"1 - 2","success",0.999993213635889
"OSGEPL1","maximum_longevity_y",-0.021439351867965,0.154940461688132,0.889946780376804,345,345,18,363,1.01159420289855,"1 - 2","success",0.999993213635889
"ORMDL1","maximum_longevity_y",-0.0273534625433428,0.15320859711794,0.858300962518112,347,347,16,363,1.02881844380403,"1 - 2","success",0.999993213635889
"HAT1","maximum_longevity_y",-0.0191114188165868,0.154300289579935,0.901427227904654,347,347,16,363,1.00576368876081,"1 - 2","success",0.999993213635889
"HOXD9","maximum_longevity_y",NA,NA,NA,0,310,53,363,NA,NA,"No variation in nonzero copy numbers",NA
"HOXD10","maximum_longevity_y",NA,NA,NA,0,356,7,363,NA,NA,"No variation in nonzero copy numbers",NA
"HOXD11","maximum_longevity_y",NA,NA,NA,0,243,120,363,NA,NA,"No variation in nonzero copy numbers",NA
"HOXD13","maximum_longevity_y",0.0109252163679541,0.166349700792419,0.947635620430143,300,300,63,363,1.00333333333333,"1 - 2","success",0.999993213635889
"HERC2","maximum_longevity_y",0.174362357284294,0.165788510211473,0.292930065960285,287,287,76,363,1.09407665505226,"1 - 5","success",0.999993213635889
"SNRPN","maximum_longevity_y",0.00124827494802864,0.160671344222462,0.993801201488938,340,340,23,363,1.01470588235294,"1 - 2","success",0.999993213635889
"PSMG2","maximum_longevity_y",0.00173603856616081,0.150792712716733,0.990814358693974,348,348,15,363,1.05172413793103,"1 - 2","success",0.999993213635889
"TWSG1","maximum_longevity_y",-0.0690910430807206,0.155115253207005,0.656018092104686,349,349,14,363,1.03151862464183,"1 - 2","success",0.999993213635889
"ARHGAP22","maximum_longevity_y",-0.149518556126931,0.147687727658428,0.311348454355273,341,341,22,363,1.10557184750733,"1 - 4","success",0.999993213635889
"WDFY4","maximum_longevity_y",0.0232815761328737,0.163954049898184,0.887079518871164,312,312,51,363,1.01602564102564,"1 - 2","success",0.999993213635889
"EIF2AK4","maximum_longevity_y",0.00900016526934223,0.15470041152777,0.953606820150524,335,335,28,363,1.03880597014925,"1 - 4","success",0.999993213635889
"MYO5C","maximum_longevity_y",-0.0387712531865167,0.159409345848704,0.807836373285031,321,321,42,363,1.03426791277259,"1 - 3","success",0.999993213635889
"CGNL1","maximum_longevity_y",0.00947724650678618,0.157485239664339,0.952013362928462,335,335,28,363,1.01194029850746,"1 - 3","success",0.999993213635889
"TMOD2","maximum_longevity_y",-0.130934447269137,0.14733354350103,0.374167515835787,355,355,8,363,1.09577464788732,"1 - 3","success",0.999993213635889
"TTBK2","maximum_longevity_y",0.00502339158659655,0.210908531917769,0.980997887438938,203,203,160,363,1.01477832512315,"1 - 2","success",0.999993213635889
"ELL3","maximum_longevity_y",0.000378425402249087,0.152922200634519,0.998025535360799,356,356,7,363,1.01123595505618,"1 - 3","success",0.999993213635889
"CCDC32","maximum_longevity_y",-0.175145298567154,0.145068755929927,0.22730657441363,352,352,11,363,1.09375,"1 - 4","success",0.999993213635889
"INO80","maximum_longevity_y",0.00829309797625049,0.155167462850764,0.957376463685994,337,337,26,363,1.00890207715134,"1 - 2","success",0.999993213635889
"ICE2","maximum_longevity_y",0.00980627965660325,0.15741734958788,0.950328082853394,340,340,23,363,1.00294117647059,"1 - 2","success",0.999993213635889
"DLL4","maximum_longevity_y",-0.0101493142906661,0.153631551132095,0.947327911092591,347,347,16,363,1.00576368876081,"1 - 3","success",0.999993213635889
"ALDH1A2","maximum_longevity_y",-0.178407907752747,0.141163355442805,0.206287428832083,353,353,10,363,1.14164305949009,"1 - 5","success",0.999993213635889
"MINDY2","maximum_longevity_y",-0.0667306839714592,0.154862073649756,0.666538189029485,333,333,30,363,1.05405405405405,"1 - 2","success",0.999993213635889
"IVD","maximum_longevity_y",-0.113531762079664,0.15017629598901,0.449655254906138,353,353,10,363,1.04815864022663,"1 - 3","success",0.999993213635889
"KNSTRN","maximum_longevity_y",-0.0273268235839388,0.15231007343129,0.857611278078753,354,354,9,363,1.0225988700565,"1 - 3","success",0.999993213635889
"DUT","maximum_longevity_y",0.0335103004496409,0.148380407575271,0.821325502410686,357,357,6,363,1.07002801120448,"1 - 3","success",0.999993213635889
"CHAC1","maximum_longevity_y",-0.0380026366073996,0.153790778271717,0.804826127210944,349,349,14,363,1.01432664756447,"1 - 4","success",0.999993213635889
"CLN6","maximum_longevity_y",-0.0151376091060786,0.15276164737683,0.921064434173181,343,343,20,363,1.03790087463557,"1 - 3","success",0.999993213635889
"ARPP19","maximum_longevity_y",-0.0771700232059598,0.13677123965861,0.572599670011667,347,347,16,363,1.25648414985591,"1 - 6","success",0.999993213635889
"VPS13C","maximum_longevity_y",-0.310240569163865,0.146149838781215,0.0337742336853506,312,312,51,363,1.23076923076923,"1 - 7","success",0.999993213635889
"CALML4","maximum_longevity_y",0.0223597686933073,0.222469525592335,0.91994173983953,152,152,211,363,1.01973684210526,"1 - 2","success",0.999993213635889
"ISLR","maximum_longevity_y",0.00247853160245183,0.159667552112439,0.987614874443025,337,337,26,363,1.00593471810089,"1 - 2","success",0.999993213635889
"THAP10","maximum_longevity_y",NA,NA,NA,0,122,241,363,NA,NA,"No variation in nonzero copy numbers",NA
"LOXL1","maximum_longevity_y",0.0256658264982622,0.166159816032765,0.877243340740225,296,296,67,363,1.01013513513514,"1 - 2","success",0.999993213635889
"ACKR4","maximum_longevity_y",0.00442634152141384,0.154850936184279,0.977195948818954,348,348,15,363,1.00287356321839,"1 - 2","success",0.999993213635889
"ANAPC13","maximum_longevity_y",-0.0299186191814223,0.146719626473812,0.83841839681706,351,351,12,363,1.11396011396011,"1 - 4","success",0.999993213635889
"MBD4","maximum_longevity_y",-0.0269963651617786,0.155055818482902,0.861781058928724,343,343,20,363,1.02623906705539,"1 - 2","success",0.999993213635889
"COPB1","maximum_longevity_y",-0.0248511095717834,0.157786614783061,0.874852217596063,344,344,19,363,1.01453488372093,"1 - 3","success",0.999993213635889
"PSMA1","maximum_longevity_y",-0.0430685083420883,0.150347747535443,0.774526372836365,349,349,14,363,1.0458452722063,"1 - 3","success",0.999993213635889
"SUMF2","maximum_longevity_y",-0.0996188249834545,0.154840888680244,0.519988894600372,327,327,36,363,1.05810397553517,"1 - 3","success",0.999993213635889
"PALLD","maximum_longevity_y",-0.11736433685483,0.152747574953256,0.442276408726615,333,333,30,363,1.07207207207207,"1 - 4","success",0.999993213635889
"SPCS3","maximum_longevity_y",-0.0126899128837724,0.156675016269308,0.935445827644509,340,340,23,363,1.02352941176471,"1 - 2","success",0.999993213635889
"BBOX1","maximum_longevity_y",-0.00762520802421454,0.155613289155695,0.960918492651846,347,347,16,363,1.00576368876081,"1 - 2","success",0.999993213635889
"MYOD1","maximum_longevity_y",-0.0342970648191891,0.156096940040558,0.826091995964812,335,335,28,363,1.0089552238806,"1 - 2","success",0.999993213635889
"SERGEF","maximum_longevity_y",0.00535855538725202,0.156930942457766,0.972760770725205,339,339,24,363,1.00294985250737,"1 - 2","success",0.999993213635889
"KCNC1","maximum_longevity_y",-0.140241670190552,0.149958777597249,0.349684477869747,348,348,15,363,1.04597701149425,"1 - 3","success",0.999993213635889
"TPH1","maximum_longevity_y",-0.0216254980012765,0.151860248741087,0.886760949127749,352,352,11,363,1.01136363636364,"1 - 2","success",0.999993213635889
"CSRP3","maximum_longevity_y",-0.00183271521643303,0.150170542887777,0.990262678362685,356,356,7,363,1.04494382022472,"1 - 2","success",0.999993213635889
"E2F8","maximum_longevity_y",0.013547676124575,0.155820672768258,0.930716006858177,347,347,16,363,1.01152737752161,"1 - 2","success",0.999993213635889
"DCTD","maximum_longevity_y",-0.0890165781668555,0.149012584770506,0.550256210830139,354,354,9,363,1.03954802259887,"1 - 2","success",0.999993213635889
"SOX15","maximum_longevity_y",0.00072868793877485,0.1570030301622,0.996296843646666,342,342,21,363,1.00584795321637,"1 - 2","success",0.999993213635889
"PIMREG","maximum_longevity_y",-0.0206023718046746,0.155161792927524,0.894367428352567,340,340,23,363,1.02647058823529,"1 - 2","success",0.999993213635889
"RPAIN","maximum_longevity_y",0.00435872462571197,0.152720644891886,0.977231061308661,354,354,9,363,1.01694915254237,"1 - 2","success",0.999993213635889
"USP6","maximum_longevity_y",0.395188307036118,0.193872374275778,0.0415105342404971,275,275,88,363,1.31636363636364,"1 - 9","success",0.999993213635889
"SHBG","maximum_longevity_y",0.00885155220325889,0.166344340499837,0.957562816572453,299,299,64,363,1.0066889632107,"1 - 2","success",0.999993213635889
"PLD2","maximum_longevity_y",-0.00731918737358837,0.154832556192334,0.96229673844076,340,340,23,363,1.02647058823529,"1 - 2","success",0.999993213635889
"AIPL1","maximum_longevity_y",-0.201360109179001,0.286107885562176,0.48156303884225,134,134,229,363,1.08208955223881,"1 - 3","success",0.999993213635889
"CD68","maximum_longevity_y",0.0166451916372304,0.151272447446363,0.912381995538343,354,354,9,363,1.03672316384181,"1 - 2","success",0.999993213635889
"TXNDC17","maximum_longevity_y",0.0882896256897665,0.154732117932394,0.568273100614324,341,341,22,363,1.04398826979472,"1 - 2","success",0.999993213635889
"ATP1B2","maximum_longevity_y",-0.0141206478858341,0.153782431850867,0.926839271052074,357,357,6,363,1.00560224089636,"1 - 2","success",0.999993213635889
"FXR2","maximum_longevity_y",0.230555532298205,0.147754441534759,0.118666181271112,353,353,10,363,1.11898016997167,"1 - 2","success",0.999993213635889
"KIF1C","maximum_longevity_y",0.0592733360982073,0.163322294212657,0.716662774914224,327,327,36,363,1.03058103975535,"1 - 6","success",0.999993213635889
"MPDU1","maximum_longevity_y",0.0111772588681963,0.151658947200742,0.941249127860342,358,358,5,363,1.01675977653631,"1 - 2","success",0.999993213635889
"PHF20L1","maximum_longevity_y",-0.0985612431856286,0.149997925831701,0.511126880141498,341,341,22,363,1.06158357771261,"1 - 3","success",0.999993213635889
"LRRC6","maximum_longevity_y",-0.21991542501986,0.146846674473779,0.134241021320209,329,329,34,363,1.09118541033435,"1 - 3","success",0.999993213635889
"CCNT1","maximum_longevity_y",0.0242290120591976,0.158681869805028,0.878643356652853,338,338,25,363,1.01479289940828,"1 - 2","success",0.999993213635889
"PUS7L","maximum_longevity_y",0.000377331733433355,0.153911503856408,0.998043896295765,342,342,21,363,1.05847953216374,"1 - 2","success",0.999993213635889
"KRI1","maximum_longevity_y",-0.0299707299851955,0.155339895048646,0.847008727789258,334,334,29,363,1.02994011976048,"1 - 3","success",0.999993213635889
"ILF3","maximum_longevity_y",0.132064216027324,0.149647900961207,0.377506684099942,349,349,14,363,1.11174785100287,"1 - 3","success",0.999993213635889
"SLC44A2","maximum_longevity_y",0.155214786524874,0.162131679279798,0.338396777806675,343,343,20,363,1.21865889212828,"1 - 3","success",0.999993213635889
"AP1M2","maximum_longevity_y",0.00476199083097669,0.158002420546647,0.975956420052358,326,326,37,363,1.03680981595092,"1 - 2","success",0.999993213635889
"CDKN2D","maximum_longevity_y",-0.00916145552974412,0.155718085008141,0.953084645854138,340,340,23,363,1.01176470588235,"1 - 2","success",0.999993213635889
"MTUS1","maximum_longevity_y",-0.272867861278954,0.144715518382773,0.0593560720625732,338,338,25,363,1.17455621301775,"1 - 4","success",0.999993213635889
"KLK14","maximum_longevity_y",0.202271339145674,0.152647526368966,0.185142109723416,327,327,36,363,1.12232415902141,"1 - 4","success",0.999993213635889
"SIGLEC9","maximum_longevity_y",0.374363650670646,0.144277993448963,0.00946629370083523,311,311,52,363,3.67202572347267,"1 - 16","success",0.557714612892547
"KLK10","maximum_longevity_y",-0.0168909568113964,0.159282057812101,0.91554719160846,328,328,35,363,1.01219512195122,"1 - 2","success",0.999993213635889
"KLK8","maximum_longevity_y",0.0873134245094264,0.160996980249905,0.587591482456672,306,306,57,363,1.08169934640523,"1 - 3","success",0.999993213635889
"NGDN","maximum_longevity_y",-0.0247495227414743,0.153201576148351,0.871661220571706,356,356,7,363,1.01404494382022,"1 - 2","success",0.999993213635889
"RIPK3","maximum_longevity_y",0.0177253931226729,0.179357015605161,0.921275288144918,264,264,99,363,1.00757575757576,"1 - 2","success",0.999993213635889
"ADCY4","maximum_longevity_y",-0.00230039397011178,0.153693056057092,0.988058144258962,348,348,15,363,1.01149425287356,"1 - 2","success",0.999993213635889
"RAB2B","maximum_longevity_y",0.135257275306941,0.164403414066606,0.41066966632396,336,336,27,363,1.33333333333333,"1 - 5","success",0.999993213635889
"BCL2L2","maximum_longevity_y",-0.0975411957828962,0.149707966591544,0.514695950911142,356,356,7,363,1.02808988764045,"1 - 3","success",0.999993213635889
"AJUBA","maximum_longevity_y",-0.0143618741720371,0.159899515921865,0.928431747404154,331,331,32,363,1.00906344410876,"1 - 2","success",0.999993213635889
"DTD2","maximum_longevity_y",0.0050316200477483,0.155716776513583,0.974222729686637,348,348,15,363,1.00574712643678,"1 - 2","success",0.999993213635889
"PARP2","maximum_longevity_y",-0.0197004662134544,0.154540109736043,0.898562073790875,345,345,18,363,1.01449275362319,"1 - 2","success",0.999993213635889
"HEATR5A","maximum_longevity_y",0.249719299945781,0.169335085055502,0.140291865952582,320,320,43,363,1.190625,"1 - 3","success",0.999993213635889
"FOXA1","maximum_longevity_y",-0.00247728120535926,0.161015472775182,0.98772474212637,327,327,36,363,1.00305810397554,"1 - 2","success",0.999993213635889
"SNX6","maximum_longevity_y",0.0308035478601045,0.150270243538011,0.837581754404001,334,334,29,363,1.11976047904192,"1 - 3","success",0.999993213635889
"EAPP","maximum_longevity_y",0.0238817351872744,0.15950155518311,0.880979778657136,321,321,42,363,1.06853582554517,"1 - 2","success",0.999993213635889
"EGLN3","maximum_longevity_y",0.0244606121128197,0.15281718549258,0.872830235947177,354,354,9,363,1.01412429378531,"1 - 2","success",0.999993213635889
"MIS18BP1","maximum_longevity_y",-0.0187057967470071,0.206296137339327,0.927751242279232,184,184,179,363,1.03260869565217,"1 - 5","success",0.999993213635889
"NRL","maximum_longevity_y",-0.0137788313749232,0.152391409122723,0.927955549003596,354,354,9,363,1.01129943502825,"1 - 2","success",0.999993213635889
"RNASE1","maximum_longevity_y",-0.29797454871238,0.177048955020803,0.0923738259145443,329,329,34,363,1.46504559270517,"1 - 8","success",0.999993213635889
"NEDD8","maximum_longevity_y",0.141701553955243,0.147369628594825,0.336281537386389,352,352,11,363,1.14204545454545,"1 - 4","success",0.999993213635889
"DAD1","maximum_longevity_y",0.0389490311636405,0.155441301693737,0.802146060087673,351,351,12,363,1.03418803418803,"1 - 2","success",0.999993213635889
"TEP1","maximum_longevity_y",-0.103699348301999,0.154252955009694,0.501413003847709,315,315,48,363,1.08888888888889,"1 - 4","success",0.999993213635889
"EPB41L4A","maximum_longevity_y",0.00462676858904869,0.158768594777314,0.97675166938815,336,336,27,363,1.00297619047619,"1 - 2","success",0.999993213635889
"CDO1","maximum_longevity_y",-0.00205369037814196,0.154704715396579,0.989408469446443,353,353,10,363,1.00849858356941,"1 - 2","success",0.999993213635889
"REEP5","maximum_longevity_y",0.00434346453961859,0.157296704674384,0.977970657790656,341,341,22,363,1.00293255131965,"1 - 2","success",0.999993213635889
"ITFG1","maximum_longevity_y",-0.0492320032161532,0.153050179502206,0.747700964979854,336,336,27,363,1.01785714285714,"1 - 2","success",0.999993213635889
"QRICH2","maximum_longevity_y",0.000504890397968398,0.216682536617935,0.998140856687413,176,176,187,363,1.01704545454545,"1 - 2","success",0.999993213635889
"FOXJ1","maximum_longevity_y",-0.0304359445224275,0.158517472067005,0.847739290511872,327,327,36,363,1.00611620795107,"1 - 2","success",0.999993213635889
"SEC14L1","maximum_longevity_y",0.0523612142184002,0.143127266425315,0.714486894203545,338,338,25,363,1.19526627218935,"1 - 3","success",0.999993213635889
"RHBDF2","maximum_longevity_y",-0.0171281645590372,0.158966547798184,0.914196406187769,329,329,34,363,1.02431610942249,"1 - 2","success",0.999993213635889
"AANAT","maximum_longevity_y",0.0474080409925311,0.167103268777432,0.776636425407965,296,296,67,363,1.09121621621622,"1 - 3","success",0.999993213635889
"ARHGEF6","maximum_longevity_y",-0.123313776919793,0.156894931731587,0.431888545234861,331,331,32,363,1.05438066465257,"1 - 3","success",0.999993213635889
"MAP7D3","maximum_longevity_y",-0.124137865914282,0.177177676136864,0.48352736049256,263,263,100,363,1.0722433460076,"1 - 3","success",0.999993213635889
"FGF13","maximum_longevity_y",-0.132447434283615,0.140299455075964,0.345152352366418,349,349,14,363,1.20343839541547,"1 - 4","success",0.999993213635889
"ASH2L","maximum_longevity_y",-0.020492863158162,0.211955282250959,0.922976677076081,347,347,16,363,1.18443804034582,"1 - 25","success",0.999993213635889
"TTI2","maximum_longevity_y",-0.0348488082807349,0.151706448809042,0.818315485008772,347,347,16,363,1.02881844380403,"1 - 2","success",0.999993213635889
"ART1","maximum_longevity_y",-0.022503260997805,0.155766686041196,0.885131129454445,332,332,31,363,1.05120481927711,"1 - 3","success",0.999993213635889
"CHRNA10","maximum_longevity_y",-0.0157703315903427,0.157085876960107,0.920032280667445,338,338,25,363,1.01775147928994,"1 - 2","success",0.999993213635889
"CDKN1C","maximum_longevity_y",-0.00994112980043365,0.162606018481466,0.951250662569801,309,309,54,363,1.02265372168285,"1 - 2","success",0.999993213635889
"SGO1","maximum_longevity_y",-0.065283703001016,0.149038773189818,0.661363324425903,352,352,11,363,1.05681818181818,"1 - 3","success",0.999993213635889
"RPS4Y1","maximum_longevity_y",0.565829035405007,0.921393054650053,0.539148129131733,35,35,328,363,1.28571428571429,"1 - 3","success",0.999993213635889
"VCY1B","maximum_longevity_y",0.657109345171123,0.189283962152029,0.000517456782896773,251,251,112,363,5.0996015936255,"1 - 48","success",0.107171049257732
"VCY","maximum_longevity_y",0.529727850436456,0.189527066807873,0.00518999704075752,241,241,122,363,4.95435684647303,"1 - 19","success",0.39008687435371
"CDY2B","maximum_longevity_y",0.670174407004036,1.1195518673685,0.549433305527726,20,20,343,363,1.25,"1 - 2","success",0.999993213635889
"CDH15","maximum_longevity_y",-0.0427411556626533,0.158656748440278,0.787626601928628,320,320,43,363,1.059375,"1 - 3","success",0.999993213635889
"KLF16","maximum_longevity_y",-0.0706577337785647,0.185204722621826,0.702823730571799,224,224,139,363,1.07142857142857,"1 - 3","success",0.999993213635889
"PGAP6","maximum_longevity_y",-0.0846735379294808,0.145657264536216,0.561024540393088,347,347,16,363,1.11239193083573,"1 - 3","success",0.999993213635889
"DOHH","maximum_longevity_y",-0.0124692714467255,0.160830272717097,0.938201429934877,318,318,45,363,1.0062893081761,"1 - 2","success",0.999993213635889
"MAU2","maximum_longevity_y",-0.0154013326791729,0.159656043919713,0.923150711083161,331,331,32,363,1.00906344410876,"1 - 2","success",0.999993213635889
"SHC2","maximum_longevity_y",0.0195332931853228,0.162244631815445,0.904170980753905,306,306,57,363,1.01633986928105,"1 - 2","success",0.999993213635889
"PLPPR3","maximum_longevity_y",-0.0379206120764374,0.16553380768549,0.818806139623685,299,299,64,363,1.03344481605351,"1 - 2","success",0.999993213635889
"INS-IGF2","maximum_longevity_y",NA,NA,NA,0,232,131,363,NA,NA,"No variation in nonzero copy numbers",NA
"ABHD17A","maximum_longevity_y",0.430692509956109,0.220866277010721,0.0511743545450654,335,335,28,363,1.17313432835821,"1 - 14","success",0.999993213635889
"LBP","maximum_longevity_y",-0.0398486691802413,0.154125977028259,0.795985480751174,338,338,25,363,1.0414201183432,"1 - 3","success",0.999993213635889
"SYT5","maximum_longevity_y",0.00895673446476419,0.155041579350718,0.953931925078794,341,341,22,363,1.03519061583578,"1 - 3","success",0.999993213635889
"TNNI3","maximum_longevity_y",0.019880750007448,0.151140138769714,0.895349317559107,348,348,15,363,1.04885057471264,"1 - 3","success",0.999993213635889
"CBFA2T3","maximum_longevity_y",-0.0652666199441133,0.156649025746176,0.676940019752388,330,330,33,363,1.04242424242424,"1 - 2","success",0.999993213635889
"GAMT","maximum_longevity_y",-0.0159932964871561,0.159641944278231,0.920199601184626,336,336,27,363,1.0297619047619,"1 - 2","success",0.999993213635889
"PUDP","maximum_longevity_y",0.0263095400520613,0.169365179844503,0.876551639768426,285,285,78,363,1.12280701754386,"1 - 4","success",0.999993213635889
"ERMARD","maximum_longevity_y",-0.0927394382384478,0.1901660759108,0.625779327876716,344,344,19,363,1.32267441860465,"1 - 11","success",0.999993213635889
"PHF10","maximum_longevity_y",-0.0817637574091627,0.148013372955926,0.580668915196978,359,359,4,363,1.06685236768802,"1 - 3","success",0.999993213635889
"PRRG3","maximum_longevity_y",0.0070368763571415,0.162026846049215,0.965358515594703,328,328,35,363,1.00914634146341,"1 - 2","success",0.999993213635889
"GALNT8","maximum_longevity_y",0.00091057780707277,0.199650817745749,0.996360979318491,203,203,160,363,1.03448275862069,"1 - 2","success",0.999993213635889
"KCNA5","maximum_longevity_y",-0.0125568671645686,0.162547671466447,0.938424374794795,314,314,49,363,1.0031847133758,"1 - 2","success",0.999993213635889
"CRACR2A","maximum_longevity_y",-0.0244217189515415,0.156141824395967,0.875711994626662,335,335,28,363,1.02089552238806,"1 - 2","success",0.999993213635889
"NXNL2","maximum_longevity_y",0.0215393976032481,0.163348022076396,0.895093442248861,302,302,61,363,1.06291390728477,"1 - 3","success",0.999993213635889
