"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"TSPAN6","maximum_longevity_y",0.0755422014739977,0.156021187206172,0.628258752386964,344,344,19,363,1.02616279069767,"1 - 4","success",0.999993213635889
"TNMD","maximum_longevity_y",0.00423551604610881,0.155598671956406,0.978283647807964,345,345,18,363,1.00579710144928,"1 - 2","success",0.999993213635889
"DPM1","maximum_longevity_y",-0.0884666063917206,0.151424175498226,0.559065312255237,354,354,9,363,1.03672316384181,"1 - 3","success",0.999993213635889
"SCYL3","maximum_longevity_y",-0.0562571970791856,0.150807063635187,0.709118031645299,348,348,15,363,1.03735632183908,"1 - 4","success",0.999993213635889
"C1orf112","maximum_longevity_y",-0.0114613915732107,0.154903372981863,0.941017874815903,340,340,23,363,1.01764705882353,"1 - 2","success",0.999993213635889
"FGR","maximum_longevity_y",0.00879873457523496,0.155320271662683,0.954824818751798,343,343,20,363,1.01166180758017,"1 - 2","success",0.999993213635889
"CFH","maximum_longevity_y",-0.0120426640074635,0.182528423244481,0.947396196963818,251,251,112,363,1.93625498007968,"1 - 10","success",0.999993213635889
"FUCA2","maximum_longevity_y",-0.0045004184969316,0.157369536800187,0.977185387201881,337,337,26,363,1.01483679525223,"1 - 2","success",0.999993213635889
"GCLC","maximum_longevity_y",-0.0148399960146634,0.150770788151151,0.921592816399265,351,351,12,363,1.05413105413105,"1 - 3","success",0.999993213635889
"NFYA","maximum_longevity_y",0.0747765817290678,0.148425086086185,0.614401817097894,353,353,10,363,1.11331444759207,"1 - 4","success",0.999993213635889
"STPG1","maximum_longevity_y",-0.0352468778384221,0.151703468589202,0.816273465862855,350,350,13,363,1.03142857142857,"1 - 2","success",0.999993213635889
"NIPAL3","maximum_longevity_y",-0.0827030603403289,0.151460013786379,0.585039193290016,350,350,13,363,1.03428571428571,"1 - 2","success",0.999993213635889
"LAS1L","maximum_longevity_y",-0.170365184251437,0.150881455256689,0.258841860696478,337,337,26,363,1.08605341246291,"1 - 4","success",0.999993213635889
"ENPP4","maximum_longevity_y",0.0493474838080738,0.154568857371087,0.749530194061902,347,347,16,363,1.03170028818444,"1 - 2","success",0.999993213635889
"SEMA3F","maximum_longevity_y",0.0860967872851182,0.150176250287914,0.566438236111919,339,339,24,363,1.08554572271386,"1 - 2","success",0.999993213635889
"CFTR","maximum_longevity_y",-0.204961129468706,0.144298891881405,0.155493312609592,338,338,25,363,1.10355029585799,"1 - 3","success",0.999993213635889
"ANKIB1","maximum_longevity_y",-0.0235265606915137,0.158557401859276,0.882043811736814,340,340,23,363,1.00882352941176,"1 - 2","success",0.999993213635889
"CYP51A1","maximum_longevity_y",-0.0649644077390808,0.153553936411165,0.672242555873446,346,346,17,363,1.01734104046243,"1 - 2","success",0.999993213635889
"KRIT1","maximum_longevity_y",-0.157977658299028,0.148311770101773,0.286797755630352,345,345,18,363,1.07826086956522,"1 - 5","success",0.999993213635889
"RAD52","maximum_longevity_y",0.0377963444398619,0.162958283915952,0.81658556895681,300,300,63,363,1.06333333333333,"1 - 4","success",0.999993213635889
"BAD","maximum_longevity_y",-0.0189022794760242,0.151288176256613,0.900569299396288,349,349,14,363,1.03724928366762,"1 - 3","success",0.999993213635889
"LAP3","maximum_longevity_y",-0.0200281108367067,0.15409269877765,0.89658665621371,346,346,17,363,1.01156069364162,"1 - 2","success",0.999993213635889
"CD99","maximum_longevity_y",0.0505716411278848,0.190273386917594,0.790405488345687,247,247,116,363,1.11740890688259,"1 - 4","success",0.999993213635889
"HS3ST1","maximum_longevity_y",0.00507786152649613,0.156367686951971,0.974094166055404,332,332,31,363,1.00602409638554,"1 - 2","success",0.999993213635889
"AOC1","maximum_longevity_y",-0.208127069981043,0.15579223985578,0.181573113113091,312,312,51,363,1.08333333333333,"1 - 3","success",0.999993213635889
"WNT16","maximum_longevity_y",0.00839890726215403,0.154476033206308,0.956640146197542,348,348,15,363,1.01149425287356,"1 - 2","success",0.999993213635889
"HECW1","maximum_longevity_y",-0.0837450904108035,0.150735094871713,0.578499429453629,336,336,27,363,1.05952380952381,"1 - 2","success",0.999993213635889
"MAD1L1","maximum_longevity_y",-0.132732606709156,0.156748731685722,0.397114501236238,316,316,47,363,1.07594936708861,"1 - 2","success",0.999993213635889
"LASP1","maximum_longevity_y",0.00904760560476233,0.154983353826345,0.953447603222346,348,348,15,363,1.00287356321839,"1 - 2","success",0.999993213635889
"SNX11","maximum_longevity_y",-0.062287147436509,0.153362766767334,0.684637852337515,354,354,9,363,1.01694915254237,"1 - 2","success",0.999993213635889
"TMEM176A","maximum_longevity_y",0.0697356585522999,0.165330782536218,0.673174827182551,306,306,57,363,1.05228758169935,"1 - 2","success",0.999993213635889
"M6PR","maximum_longevity_y",0.0235505943245334,0.153515626796336,0.878076181797614,355,355,8,363,1.0112676056338,"1 - 4","success",0.999993213635889
"KLHL13","maximum_longevity_y",-0.178959419094927,0.148331069103201,0.227629995880499,338,338,25,363,1.10650887573965,"1 - 4","success",0.999993213635889
"CYP26B1","maximum_longevity_y",-0.0226091919011404,0.15624159407474,0.884942517636187,345,345,18,363,1.02028985507246,"1 - 2","success",0.999993213635889
"ICA1","maximum_longevity_y",-0.151011253981179,0.1557166042897,0.332154865783257,282,282,81,363,1.08510638297872,"1 - 3","success",0.999993213635889
"DBNDD1","maximum_longevity_y",-0.0538652666332679,0.1513278839676,0.721877483916072,352,352,11,363,1.05397727272727,"1 - 3","success",0.999993213635889
"ALS2","maximum_longevity_y",-0.130235218122802,0.151224440910548,0.389125243284291,331,331,32,363,1.06344410876133,"1 - 3","success",0.999993213635889
"CASP10","maximum_longevity_y",-0.0631273373847961,0.192851856616799,0.743413837201199,255,255,108,363,1.06274509803922,"1 - 3","success",0.999993213635889
"CFLAR","maximum_longevity_y",-0.0684381472472817,0.155166182367958,0.659166990508192,339,339,24,363,1.05014749262537,"1 - 4","success",0.999993213635889
"TFPI","maximum_longevity_y",-0.0279312361913046,0.153973685734524,0.856051530991021,324,324,39,363,1.04938271604938,"1 - 6","success",0.999993213635889
"NDUFAF7","maximum_longevity_y",-0.04589799861437,0.152521190391902,0.763468889330727,352,352,11,363,1.02556818181818,"1 - 3","success",0.999993213635889
"RBM5","maximum_longevity_y",-0.0573229982872066,0.148276166441217,0.699055192613972,359,359,4,363,1.05849582172702,"1 - 4","success",0.999993213635889
"MTMR7","maximum_longevity_y",0.0393436734886642,0.150986010125936,0.79441774801009,338,338,25,363,1.09171597633136,"1 - 3","success",0.999993213635889
"SLC7A2","maximum_longevity_y",-0.0683556328066611,0.156064259029997,0.661388664641633,332,332,31,363,1.05722891566265,"1 - 3","success",0.999993213635889
"ARF5","maximum_longevity_y",0.34802367465167,0.170456572333391,0.0411798483612589,354,354,9,363,1.22881355932203,"1 - 5","success",0.999993213635889
"SARM1","maximum_longevity_y",0.00384773553805913,0.154356399784827,0.98011270756212,335,335,28,363,1.00298507462687,"1 - 2","success",0.999993213635889
"POLDIP2","maximum_longevity_y",-0.00385349663514227,0.154726661229529,0.980130588842804,350,350,13,363,1.02,"1 - 2","success",0.999993213635889
"PLXND1","maximum_longevity_y",-0.000884381036158417,0.164476818030402,0.995709847850078,315,315,48,363,1.03174603174603,"1 - 3","success",0.999993213635889
"AK2","maximum_longevity_y",-0.11852524974787,0.150190343292021,0.430014456852987,354,354,9,363,1.03672316384181,"1 - 3","success",0.999993213635889
"CD38","maximum_longevity_y",-0.0449219950445825,0.160996099490898,0.780225360855044,332,332,31,363,1.03915662650602,"1 - 5","success",0.999993213635889
"FKBP4","maximum_longevity_y",-0.00901449683109702,0.154017493453878,0.953327227445359,344,344,19,363,1.01744186046512,"1 - 3","success",0.999993213635889
"KDM1A","maximum_longevity_y",-0.193859082777275,0.149175138825735,0.193758622848782,345,345,18,363,1.06376811594203,"1 - 4","success",0.999993213635889
"RBM6","maximum_longevity_y",-0.0706935146382425,0.154717330631977,0.647728213882187,329,329,34,363,1.04255319148936,"1 - 2","success",0.999993213635889
"CAMKK1","maximum_longevity_y",0.036554245464106,0.157063567633815,0.815966912176306,323,323,40,363,1.11455108359133,"1 - 3","success",0.999993213635889
"RECQL","maximum_longevity_y",-0.0276197995429373,0.151418825970188,0.855263613883782,343,343,20,363,1.04081632653061,"1 - 3","success",0.999993213635889
"VPS50","maximum_longevity_y",-0.120294953275946,0.15408507676345,0.434976158843799,332,332,31,363,1.05120481927711,"1 - 2","success",0.999993213635889
"HSPB6","maximum_longevity_y",0.00913920219320136,0.152422976994725,0.952187908164263,351,351,12,363,1.01139601139601,"1 - 2","success",0.999993213635889
"ARHGAP33","maximum_longevity_y",-0.0840759382969889,0.153991348568337,0.585080837692009,340,340,23,363,1.03235294117647,"1 - 3","success",0.999993213635889
"NDUFAB1","maximum_longevity_y",0.0957194793393496,0.154928162368463,0.536686500256804,337,337,26,363,1.06824925816024,"1 - 2","success",0.999993213635889
"PDK4","maximum_longevity_y",0.0726748145438301,0.152846740900536,0.634448399675887,352,352,11,363,1.04545454545455,"1 - 2","success",0.999993213635889
"SLC22A16","maximum_longevity_y",-0.0327115833155046,0.163387045404885,0.841317002606824,300,300,63,363,1.02666666666667,"1 - 2","success",0.999993213635889
"ZMYND10","maximum_longevity_y",-0.0180949196908357,0.154976069452187,0.907050682921133,348,348,15,363,1.00574712643678,"1 - 2","success",0.999993213635889
"ABCB5","maximum_longevity_y",0.00456902475017246,0.178168033065672,0.979540915918335,263,263,100,363,1.00760456273764,"1 - 2","success",0.999993213635889
"ARX","maximum_longevity_y",0.00250030923512894,0.20348431973763,0.990196257190009,206,206,157,363,1.00970873786408,"1 - 2","success",0.999993213635889
"SLC25A13","maximum_longevity_y",-0.145463205474307,0.150755605891818,0.334597820972596,345,345,18,363,1.05217391304348,"1 - 2","success",0.999993213635889
"ST7","maximum_longevity_y",-0.453843256755697,0.128901786696745,0.000430173416990712,353,353,10,363,1.30878186968839,"1 - 7","success",0.0954575296750819
"CDC27","maximum_longevity_y",-0.0748490280965006,0.148988319882169,0.615398942175603,340,340,23,363,1.1,"1 - 3","success",0.999993213635889
"SLC4A1","maximum_longevity_y",-0.0124331924414314,0.154417636961655,0.935826346137743,335,335,28,363,1.00298507462687,"1 - 2","success",0.999993213635889
"CALCR","maximum_longevity_y",-0.0292329933654547,0.156917961503755,0.852213619512945,339,339,24,363,1.02064896755162,"1 - 2","success",0.999993213635889
"HCCS","maximum_longevity_y",-0.0172445398896676,0.153351477621355,0.910465752978356,351,351,12,363,1.01424501424501,"1 - 2","success",0.999993213635889
"DVL2","maximum_longevity_y",0.0258720358820903,0.154654771275661,0.867142690192393,332,332,31,363,1.03915662650602,"1 - 2","success",0.999993213635889
"PRSS22","maximum_longevity_y",0.0406134941860543,0.159623193421707,0.79916064205854,336,336,27,363,1.03571428571429,"1 - 2","success",0.999993213635889
"UPF1","maximum_longevity_y",0.0108325056420322,0.157105666437692,0.945029064579077,334,334,29,363,1.02095808383234,"1 - 2","success",0.999993213635889
"SKAP2","maximum_longevity_y",0.013623136423198,0.153103567946501,0.929097903649966,348,348,15,363,1.03735632183908,"1 - 6","success",0.999993213635889
"SLC25A5","maximum_longevity_y",0.00758870118868228,0.175389578725982,0.965488150067192,286,286,77,363,1.02797202797203,"1 - 2","success",0.999993213635889
"MCUB","maximum_longevity_y",-0.0215181785657053,0.161488036528335,0.89399617007991,330,330,33,363,1.01515151515152,"1 - 2","success",0.999993213635889
"HOXA11","maximum_longevity_y",0.00595299777027628,0.162478212930197,0.970773050417753,312,312,51,363,1.00320512820513,"1 - 2","success",0.999993213635889
"POLR2J","maximum_longevity_y",0.0179373850936007,0.172875096969889,0.917360430030453,271,271,92,363,1.02583025830258,"1 - 3","success",0.999993213635889
"DHX33","maximum_longevity_y",0.080945530234749,0.156343834163119,0.60463935764537,336,336,27,363,1.03571428571429,"1 - 3","success",0.999993213635889
"MEOX1","maximum_longevity_y",-0.0353485557003299,0.154946751157059,0.81954240203144,349,349,14,363,1.01432664756447,"1 - 2","success",0.999993213635889
"THSD7A","maximum_longevity_y",-0.121389351216491,0.151787427421368,0.423865751326491,335,335,28,363,1.07761194029851,"1 - 2","success",0.999993213635889
"LIG3","maximum_longevity_y",-0.0885148205774586,0.149152240304112,0.552878135420218,355,355,8,363,1.04225352112676,"1 - 3","success",0.999993213635889
"RPAP3","maximum_longevity_y",-0.0695488537840685,0.151135225982689,0.6453896586356,337,337,26,363,1.06528189910979,"1 - 2","success",0.999993213635889
"ACSM3","maximum_longevity_y",0.0553815905415477,0.16550039473538,0.737903329752645,303,303,60,363,1.04290429042904,"1 - 3","success",0.999993213635889
"REXO5","maximum_longevity_y",-0.0280997952932537,0.166707507519208,0.86614473772727,281,281,82,363,1.02491103202847,"1 - 2","success",0.999993213635889
"CIAPIN1","maximum_longevity_y",0.0674362629252845,0.154088200408679,0.661642080760784,350,350,13,363,1.06857142857143,"1 - 4","success",0.999993213635889
"SPPL2B","maximum_longevity_y",-0.0222018729728049,0.154629308463478,0.885831129288936,337,337,26,363,1.02967359050445,"1 - 2","success",0.999993213635889
"FAM214B","maximum_longevity_y",-0.00231117622589913,0.154128274794175,0.988036051623087,354,354,9,363,1.00564971751412,"1 - 2","success",0.999993213635889
"COPZ2","maximum_longevity_y",-0.00106554557292434,0.151711326443694,0.994396098224289,354,354,9,363,1.0225988700565,"1 - 3","success",0.999993213635889
"PRKAR2B","maximum_longevity_y",0.283420578671812,0.15077694590854,0.060144314919349,350,350,13,363,1.12571428571429,"1 - 2","success",0.999993213635889
"MSL3","maximum_longevity_y",-0.155756469871348,0.153909221309989,0.311537003687968,338,338,25,363,1.07396449704142,"1 - 4","success",0.999993213635889
"CREBBP","maximum_longevity_y",-0.125266563845758,0.154348489457941,0.417031121325053,332,332,31,363,1.06024096385542,"1 - 2","success",0.999993213635889
"TSPOAP1","maximum_longevity_y",-0.0124004948089151,0.1604134846649,0.938382250471762,319,319,44,363,1.03448275862069,"1 - 3","success",0.999993213635889
"MPO","maximum_longevity_y",-0.0488468224835837,0.155142571913947,0.752874647221848,335,335,28,363,1.02686567164179,"1 - 2","success",0.999993213635889
"PON1","maximum_longevity_y",-0.010559276791924,0.165589790338548,0.949155213340081,305,305,58,363,1.00655737704918,"1 - 2","success",0.999993213635889
"GCFC2","maximum_longevity_y",-0.14112918890127,0.154648391350175,0.361462932905612,317,317,46,363,1.09148264984227,"1 - 3","success",0.999993213635889
"WDR54","maximum_longevity_y",-0.00255276630430206,0.151580898832663,0.986563501325052,354,354,9,363,1.01977401129944,"1 - 3","success",0.999993213635889
"CROT","maximum_longevity_y",-0.121411037539229,0.151627202538126,0.423293364613463,346,346,17,363,1.0635838150289,"1 - 3","success",0.999993213635889
"ABCB4","maximum_longevity_y",-0.142252634429953,0.149142796526488,0.340184091328975,313,313,50,363,1.15335463258786,"1 - 3","success",0.999993213635889
"KMT2E","maximum_longevity_y",NA,NA,NA,0,321,42,363,NA,NA,"No variation in nonzero copy numbers",NA
"RHBDD2","maximum_longevity_y",0.00554268256572121,0.164101245510865,0.973055779606989,327,327,36,363,1.01223241590214,"1 - 2","success",0.999993213635889
"SOX8","maximum_longevity_y",0.0418343254958669,0.1631472795477,0.797626072622201,313,313,50,363,1.0223642172524,"1 - 2","success",0.999993213635889
"IBTK","maximum_longevity_y",-0.242202700489483,0.204438852597917,0.236128359710173,339,339,24,363,1.1740412979351,"1 - 31","success",0.999993213635889
"ZNF195","maximum_longevity_y",0.336743940184201,0.217828609740014,0.122125735058408,275,275,88,363,14.1563636363636,"1 - 60","success",0.999993213635889
"MYCBP2","maximum_longevity_y",-0.291992967068614,0.148025453945274,0.0485427270250548,318,318,45,363,1.17610062893082,"1 - 4","success",0.999993213635889
"FBXL3","maximum_longevity_y",-0.020543632885591,0.155678120546249,0.895014161761646,350,350,13,363,1.00285714285714,"1 - 2","success",0.999993213635889
"ITGAL","maximum_longevity_y",0.0481096615277383,0.150568179086617,0.749331638916386,336,336,27,363,1.13690476190476,"1 - 4","success",0.999993213635889
"PDK2","maximum_longevity_y",-0.0387574774342415,0.152989957258246,0.800010530669609,348,348,15,363,1.01436781609195,"1 - 2","success",0.999993213635889
"ITGA3","maximum_longevity_y",-0.0325842966280019,0.153878006726159,0.832298890437469,343,343,20,363,1.02332361516035,"1 - 3","success",0.999993213635889
"ZFX","maximum_longevity_y",0.0895769864395827,0.132934602883668,0.50041144547657,337,337,26,363,1.40652818991098,"1 - 3","success",0.999993213635889
"LAMP2","maximum_longevity_y",-0.233303919770042,0.144325047425338,0.105982540367144,343,343,20,363,1.12827988338192,"1 - 8","success",0.999993213635889
"ITGA2B","maximum_longevity_y",NA,NA,NA,0,335,28,363,NA,NA,"No variation in nonzero copy numbers",NA
"ASB4","maximum_longevity_y",-0.0583664301864561,0.154513593606519,0.70562151236286,341,341,22,363,1.02932551319648,"1 - 2","success",0.999993213635889
"GDE1","maximum_longevity_y",0.0230282671013061,0.15313766166961,0.880467778947635,351,351,12,363,1.01709401709402,"1 - 3","success",0.999993213635889
"REX1BD","maximum_longevity_y",-0.0181076725034837,0.161135100875725,0.910525508338527,323,323,40,363,1.01547987616099,"1 - 2","success",0.999993213635889
"CRLF1","maximum_longevity_y",-0.0418981427639807,0.154018624752198,0.785596674351072,340,340,23,363,1.02647058823529,"1 - 2","success",0.999993213635889
"OSBPL7","maximum_longevity_y",-0.0190291494012101,0.168745674567623,0.910214314131475,292,292,71,363,1.00684931506849,"1 - 2","success",0.999993213635889
"TMEM98","maximum_longevity_y",-0.00909352317772165,0.154610553103809,0.953098927686982,350,350,13,363,1.00571428571429,"1 - 2","success",0.999993213635889
"YBX2","maximum_longevity_y",0.00809508592806265,0.157928769737694,0.959120071210598,329,329,34,363,1.00607902735562,"1 - 2","success",0.999993213635889
"KRT33A","maximum_longevity_y",-0.0177217695054636,0.180198729145997,0.921657793556577,268,268,95,363,1.02611940298507,"1 - 2","success",0.999993213635889
"MAP3K14","maximum_longevity_y",-0.0202344317101944,0.154414785853288,0.895744083986927,346,346,17,363,1.0028901734104,"1 - 2","success",0.999993213635889
"ABCC8","maximum_longevity_y",-0.177011578853464,0.141941856144029,0.212371448773015,344,344,19,363,1.15116279069767,"1 - 6","success",0.999993213635889
"CACNG3","maximum_longevity_y",0.00348324495088386,0.155817292145078,0.982165035285963,350,350,13,363,1.00285714285714,"1 - 2","success",0.999993213635889
"TMEM132A","maximum_longevity_y",-0.0429185635624175,0.162243455748325,0.791370116062546,315,315,48,363,1.01587301587302,"1 - 2","success",0.999993213635889
"AP2B1","maximum_longevity_y",-0.0642040982330482,0.144241428316015,0.656236274226133,338,338,25,363,1.14497041420118,"1 - 3","success",0.999993213635889
"TAC1","maximum_longevity_y",-0.0429683701195591,0.152507170028756,0.77813785242371,355,355,8,363,1.01971830985915,"1 - 3","success",0.999993213635889
"ZNF263","maximum_longevity_y",0.163144978894237,0.213205057469283,0.444151150222741,345,345,18,363,1.93623188405797,"1 - 19","success",0.999993213635889
"CX3CL1","maximum_longevity_y",-0.01221006057155,0.17383878446407,0.944004357438076,257,257,106,363,1.01167315175097,"1 - 2","success",0.999993213635889
"SPATA20","maximum_longevity_y",0.0218131405010628,0.153181084426706,0.886763267922141,351,351,12,363,1.01994301994302,"1 - 3","success",0.999993213635889
"CACNA1G","maximum_longevity_y",-0.233993361330724,0.142167410341759,0.0997843190570272,331,331,32,363,1.18429003021148,"1 - 9","success",0.999993213635889
"TNFRSF12A","maximum_longevity_y",0.0170177737623022,0.154853889581555,0.912492107291078,333,333,30,363,1.02102102102102,"1 - 2","success",0.999993213635889
"DLX6","maximum_longevity_y",-0.0129245305678844,0.152278672246217,0.932361402738316,356,356,7,363,1.00842696629213,"1 - 2","success",0.999993213635889
"MAP3K9","maximum_longevity_y",-0.0942592925509892,0.146078485815686,0.518755654469452,343,343,20,363,1.09912536443149,"1 - 4","success",0.999993213635889
"RALA","maximum_longevity_y",0.00901356615444835,0.156307372957392,0.954014956019009,345,345,18,363,1.00869565217391,"1 - 2","success",0.999993213635889
"BAIAP2L1","maximum_longevity_y",0.0198100494231004,0.159312504469318,0.901040448799715,333,333,30,363,1.02402402402402,"1 - 4","success",0.999993213635889
"KDM7A","maximum_longevity_y",0.0119178836231922,0.155423811957747,0.93887818845717,338,338,25,363,1.01183431952663,"1 - 2","success",0.999993213635889
"ETV1","maximum_longevity_y",-0.185400193514988,0.147572536476597,0.208995394635592,350,350,13,363,1.07428571428571,"1 - 4","success",0.999993213635889
"AGK","maximum_longevity_y",-0.29020851733549,0.141197601528539,0.0398465598487076,353,353,10,363,1.12181303116147,"1 - 3","success",0.999993213635889
"ALDH3B1","maximum_longevity_y",-0.026979229324587,0.15652079059821,0.863147958267403,313,313,50,363,1.07667731629393,"1 - 3","success",0.999993213635889
"TTC22","maximum_longevity_y",-0.124619393207087,0.15158601107588,0.411017982610335,340,340,23,363,1.05294117647059,"1 - 4","success",0.999993213635889
"PHTF2","maximum_longevity_y",0.0586388012816083,0.150628424816141,0.697058383202042,349,349,14,363,1.22349570200573,"1 - 4","success",0.999993213635889
"CCL26","maximum_longevity_y",0.0180827009810323,0.177048899999081,0.918650364996407,286,286,77,363,1.01048951048951,"1 - 2","success",0.999993213635889
"FARP2","maximum_longevity_y",0.0825942462549307,0.166622482552281,0.620108282271947,306,306,57,363,1.04901960784314,"1 - 2","success",0.999993213635889
"USH1C","maximum_longevity_y",-0.0857200193316286,0.149281771047205,0.56582147171916,349,349,14,363,1.06303724928367,"1 - 4","success",0.999993213635889
"GGCT","maximum_longevity_y",-0.0260015825213259,0.150640428158892,0.862960400748287,351,351,12,363,1.05413105413105,"1 - 3","success",0.999993213635889
"DBF4","maximum_longevity_y",-0.0391293972317935,0.159814313634777,0.80657808872984,320,320,43,363,1.015625,"1 - 2","success",0.999993213635889
"TBXA2R","maximum_longevity_y",0.0204362403738766,0.168921109908331,0.903706105190546,304,304,59,363,1.00657894736842,"1 - 2","success",0.999993213635889
"IFRD1","maximum_longevity_y",-0.0485303991765596,0.150657634896332,0.747358962334832,353,353,10,363,1.03399433427762,"1 - 2","success",0.999993213635889
"LGALS14","maximum_longevity_y",-0.0260031609355012,0.349839745071792,0.94074877839912,111,111,252,363,3,"1 - 13","success",0.999993213635889
"COX10","maximum_longevity_y",0.0121230379514585,0.158671002578725,0.939097994870184,334,334,29,363,1.0059880239521,"1 - 2","success",0.999993213635889
"GTF2IRD1","maximum_longevity_y",0.0812692609935125,0.164547994362481,0.621381068525622,314,314,49,363,1.23248407643312,"1 - 8","success",0.999993213635889
"PAF1","maximum_longevity_y",-0.0479968347464474,0.153038954784316,0.753805906590259,352,352,11,363,1.02272727272727,"1 - 2","success",0.999993213635889
"VPS41","maximum_longevity_y",-0.105933975193184,0.150258697681479,0.480803637190485,341,341,22,363,1.0733137829912,"1 - 3","success",0.999993213635889
"ARHGAP44","maximum_longevity_y",-0.175296961271077,0.150076160851744,0.242785248957135,334,334,29,363,1.08682634730539,"1 - 3","success",0.999993213635889
"ELAC2","maximum_longevity_y",0.00889682678969129,0.153457962039273,0.953768015593166,335,335,28,363,1.07462686567164,"1 - 4","success",0.999993213635889
"SCIN","maximum_longevity_y",-0.00248296878440008,0.1597493476966,0.987599056132167,329,329,34,363,1.00303951367781,"1 - 2","success",0.999993213635889
"ARSD","maximum_longevity_y",0.306393136155359,0.24377472965148,0.208800725657242,212,212,151,363,1.4622641509434,"1 - 5","success",0.999993213635889
"PNPLA4","maximum_longevity_y",-0.0209666384403499,0.174110794942528,0.904149463943097,295,295,68,363,1.0135593220339,"1 - 2","success",0.999993213635889
"MYH13","maximum_longevity_y",0.065154865518533,0.176182579038072,0.71152073956955,252,252,111,363,1.08333333333333,"1 - 3","success",0.999993213635889
"ADIPOR2","maximum_longevity_y",NA,NA,NA,0,352,11,363,NA,NA,"No variation in nonzero copy numbers",NA
"CDKL3","maximum_longevity_y",-0.0163550303428623,0.158669739989313,0.917902711677372,305,305,58,363,1.08196721311475,"1 - 3","success",0.999993213635889
"UPP2","maximum_longevity_y",-0.0224658841547529,0.183008286144167,0.902298071885167,221,221,142,363,1.03619909502262,"1 - 2","success",0.999993213635889
"PRSS21","maximum_longevity_y",-0.0799837179827493,0.127951795860822,0.531900040384899,303,303,60,363,1.72607260726073,"1 - 6","success",0.999993213635889
"MARK4","maximum_longevity_y",0.174214734533172,0.167938183646168,0.299561509577576,324,324,39,363,1.2037037037037,"1 - 4","success",0.999993213635889
"PROM1","maximum_longevity_y",-0.199386542376738,0.150519288147786,0.185284690572049,341,341,22,363,1.09384164222874,"1 - 5","success",0.999993213635889
"CCDC124","maximum_longevity_y",-0.0398233094246724,0.160152965675664,0.803625372093831,324,324,39,363,1.01851851851852,"1 - 2","success",0.999993213635889
"CEACAM21","maximum_longevity_y",0.247464610328059,0.169931133014008,0.14531962268242,318,318,45,363,6.64465408805031,"1 - 51","success",0.999993213635889
"PAFAH1B1","maximum_longevity_y",-0.0968704968115803,0.147769897756927,0.512113965297552,357,357,6,363,1.05042016806723,"1 - 3","success",0.999993213635889
"NOS2","maximum_longevity_y",0.229416302803494,0.188681629832386,0.224026432386021,323,323,40,363,1.39318885448916,"1 - 9","success",0.999993213635889
"DNAH9","maximum_longevity_y",-0.108396803492928,0.158441497926852,0.493884226621937,297,297,66,363,1.0976430976431,"1 - 3","success",0.999993213635889
"KIAA0100","maximum_longevity_y",-0.119777157672665,0.150382739061656,0.42575188382726,342,342,21,363,1.04385964912281,"1 - 3","success",0.999993213635889
"SLC13A2","maximum_longevity_y",-0.00371948878634937,0.148498984768845,0.980017288310058,351,351,12,363,1.05982905982906,"1 - 3","success",0.999993213635889
"GAS7","maximum_longevity_y",-0.205347661137492,0.142990986807334,0.15097726073563,350,350,13,363,1.11142857142857,"1 - 4","success",0.999993213635889
"TRAPPC6A","maximum_longevity_y",-0.0114708297055747,0.15866042450199,0.942364764653652,327,327,36,363,1.02140672782875,"1 - 2","success",0.999993213635889
"MATK","maximum_longevity_y",-0.00911359412683518,0.160535878982425,0.95472854948065,325,325,38,363,1.04923076923077,"1 - 2","success",0.999993213635889
"CEACAM7","maximum_longevity_y",0.0559108029331134,0.178204949415915,0.753715184359498,334,334,29,363,8.55688622754491,"1 - 57","success",0.999993213635889
"CD79B","maximum_longevity_y",-0.0167520166442757,0.152787055485766,0.91269258231449,351,351,12,363,1.01139601139601,"1 - 2","success",0.999993213635889
"SCN4A","maximum_longevity_y",0.0159988087171332,0.162051489781688,0.921355269376076,318,318,45,363,1.01572327044025,"1 - 3","success",0.999993213635889
"ST7L","maximum_longevity_y",-0.222670757813108,0.143018263867278,0.119484893992664,344,344,19,363,1.14825581395349,"1 - 5","success",0.999993213635889
"TKTL1","maximum_longevity_y",-0.0271808881554091,0.172660910773651,0.874911079120598,296,296,67,363,1.03716216216216,"1 - 3","success",0.999993213635889
"PAX6","maximum_longevity_y",-0.149460767524577,0.145393702829053,0.303962636433871,353,353,10,363,1.09348441926346,"1 - 4","success",0.999993213635889
"RPUSD1","maximum_longevity_y",-0.000963326739707335,0.157306896709683,0.995113890461246,334,334,29,363,1.01197604790419,"1 - 2","success",0.999993213635889
"RHBDF1","maximum_longevity_y",0.0186543966390749,0.159245302753225,0.906747112709432,338,338,25,363,1.00591715976331,"1 - 2","success",0.999993213635889
"LUC7L","maximum_longevity_y",0.131264038212249,0.162713166516337,0.41982756192281,342,342,21,363,1.22514619883041,"1 - 3","success",0.999993213635889
"CACNA2D2","maximum_longevity_y",-0.310109795125125,0.14381071536982,0.0310544148316669,333,333,30,363,1.15615615615616,"1 - 4","success",0.999993213635889
