"Gene","n_outliers","n_normals","outlier_mean_rank","normal_mean_rank","outlier_mean_magnitude","normal_mean_magnitude","standard_effect_size","magnitude_effect_size","phylo_diversity_score","phylo_weighted_effect","phylo_weighted_magnitude","p_value","species_in_analysis","adj_p_value"
"MSANTD5",4,14,987.75,732.428571428571,1.125,1.35714285714286,255.321428571429,-0.232142857142857,0.91106669988116,232.614851337515,-0.211497626758127,0.577972469703601,18,0.760102850914146
"ZIM3",3,50,939,429.7,2,11.9433333333333,509.3,-9.94333333333333,0.456363311802294,232.425834700908,-4.53777253035414,0.062649192712946,53,0.314181553530213
"CD63",2,24,1365.5,1007.75,0.75,1.04861111111111,357.75,-0.298611111111111,0.648954093512047,232.163326953935,-0.193784902923736,0.707605350511108,26,0.839546015630162
"MXD1",3,13,1511.66666666667,1114.46153846154,0.833333333333333,0.923076923076923,397.205128205128,-0.0897435897435898,0.584197232630664,232.046136684144,-0.0524279567745468,0.321347006282887,16,0.59034919861614
"HOOK2",3,21,1514.66666666667,1188.14285714286,0.666666666666667,1.00793650793651,326.52380952381,-0.341269841269841,0.708810110156316,231.443377397231,-0.241895513783505,0.473583080221569,24,0.695238056049004
"ARHGEF38",2,18,1737,1026.38888888889,0.75,0.972222222222222,710.611111111111,-0.222222222222222,0.325592640900637,231.369748320003,-0.0723539202001417,0.282267352248482,20,0.567089160173421
"CCZ1",2,18,1131.5,845.166666666667,1,1.02777777777778,286.333333333333,-0.0277777777777777,0.80797856859593,231.351196807968,-0.0224438491276646,0.3691813985153,20,0.626698754658937
"OR6C6",3,100,656,438.69,1.33333333333333,2.88,217.31,-1.54666666666667,1.06331148313794,231.068218400705,-1.64458842725334,0.256325813923831,103,0.542619297390536
"UBR1",5,55,1398,962.654545454545,0.8,1.03636363636364,435.345454545455,-0.236363636363636,0.530731943800052,231.051739315426,-0.125445732170921,0.120850337082623,60,0.417736313280985
"BRCC3",5,47,1104.6,835.042553191489,1,1.39716312056738,269.557446808511,-0.397163120567376,0.856761557764629,230.946458034716,-0.340274093863966,0.113355060274455,52,0.406248269826655
"OR7A5",10,259,449.8,204.868725868726,5.28333333333333,11.4144144144144,244.931274131274,-6.13108108108108,0.942747841120137,230.908429910063,-5.78006345292171,0.0211881197368842,269,0.192528782697866
"PRKY",3,16,1462.33333333333,990.0625,1,0.958333333333333,472.270833333333,0.0416666666666666,0.488676836745928,230.787816920697,0.0203615348644136,0.40400171050429,19,0.650373163651772
"PRH2",8,164,624,387.896341463415,2.75,3.54166666666667,236.103658536585,-0.791666666666667,0.976686241007529,230.599194744223,-0.773209940797627,0.0294464060413112,172,0.220852838097704
"BTBD2",11,158,566.363636363636,361.025316455696,2.25757575757576,4.66455696202532,205.33831990794,-2.40698120444956,1.12036576439567,230.054023743382,-2.69669933700914,0.0403422998971296,169,0.253870599037685
"MDM2",5,75,1227,909.786666666667,1,1.28888888888889,317.213333333333,-0.288888888888889,0.724820000325434,229.922568369899,-0.209392444538459,0.26539149608356,80,0.553508375054144
"CRYBB2",4,24,1392,1015.66666666667,0.75,1.22222222222222,376.333333333333,-0.472222222222222,0.609892625616227,229.522924773573,-0.288004850985441,0.0359694030282559,28,0.241569301682203
"SMARCC1",3,30,1491,1073.63333333333,0.666666666666667,0.944444444444444,417.366666666667,-0.277777777777778,0.549876075646982,229.499944772529,-0.152743354346384,0.00458347298197012,33,0.0732622321438104
"CHPT1",4,82,983.25,738.560975609756,0.958333333333333,1.76422764227642,244.689024390244,-0.80589430894309,0.935382661629185,228.877870905595,-0.753819563691,0.276498568196171,86,0.561833853341836
"KCNN1",4,17,1363.75,935.058823529412,0.875,1.02941176470588,428.691176470588,-0.154411764705882,0.533262397555501,228.604884575594,-0.0823419878578347,0.017989197347566,21,0.172501514661859
"DEFB130A",5,7,1026,681.428571428571,1.6,1,344.571428571429,0.6,0.663109771093944,228.488681125513,0.397865862656367,0.12381925108855,12,0.42188529350969
"SLC5A1",10,128,905.3,668.5625,1.06666666666667,1.09505208333333,236.7375,-0.0283854166666666,0.964134927423336,228.246892380882,-0.0273673716377978,0.0566381821149935,138,0.297406275599887
"MLXIPL",5,38,1398,1046.81578947368,0.8,1.10087719298246,351.184210526316,-0.300877192982456,0.649328177253687,228.033803301328,-0.195368039296504,0.192567661156309,43,0.495886406677629
"FKBP7",4,46,1542.5,1054.82608695652,0.75,1.01449275362319,487.673913043478,-0.264492753623188,0.466613526912494,227.555244548434,-0.123415896610913,0.107512142546012,50,0.398163597417855
"RNASE6",2,79,623,374.544303797468,1.5,2.24472573839662,248.455696202532,-0.744725738396625,0.915574390798646,227.479672691086,-0.681851814244561,5.37655556040417e-05,81,0.00246950758843392
"SP100",2,90,780.5,532.588888888889,1,2.01851851851852,247.911111111111,-1.01851851851852,0.916887528075848,227.306605849204,-0.933866926743919,0.307815596177225,92,0.584337825332158
"KRTAP6-1",8,141,932.375,663.184397163121,1.25,1.1903073286052,269.190602836879,0.059692671394799,0.843153706447591,226.969054522776,0.0503300971342828,0.0431334254247728,149,0.259971595772839
"FSIP2",4,91,772,501.549450549451,1,1.2032967032967,270.450549450549,-0.203296703296703,0.838902512316549,226.881645391457,-0.170546115141276,0.135555922265038,95,0.432539684285808
"CSH1",3,36,1366,605.638888888889,1.66666666666667,3.02314814814815,760.361111111111,-1.35648148148148,0.298201121177854,226.740535833372,-0.404504298634774,0.27593903573143,39,0.561833853341836
"OR2T4",6,92,780.166666666667,508.260869565217,2.41666666666667,2.04710144927536,271.905797101449,0.369565217391305,0.833829045230154,226.722951189645,0.308154212367666,0.37999595311899,98,0.634116524890796
"RBM43",6,95,1057.33333333333,795.989473684211,1,0.987719298245614,261.343859649123,0.012280701754386,0.866534032732196,226.463348631551,0.0106416460160095,0.0785494044010161,101,0.349974134624456
"MAGED1",17,296,656.470588235294,433.16554054054,1.8921568627451,2.04391891891892,223.305047694754,-0.15176205617382,1.01410366356709,226.454466960273,-0.153902457156346,0.130428957056504,313,0.42612810318086
"IGLV9-49",10,217,491.4,282.230414746544,3.85,7.0937019969278,209.169585253456,-3.2437019969278,1.0813867832055,226.193224941664,-3.50769646813502,0.311631421533153,227,0.586473854446065
"OR2L2",5,163,525.8,301.871165644172,8.2,7.41411042944786,223.928834355828,0.785889570552144,1.01003362107004,226.175651426411,0.793774888705963,0.432749266649569,168,0.6673050510669
"PSPC1",2,38,1592,1058.92105263158,0.75,0.964912280701754,533.078947368421,-0.214912280701754,0.423668554743511,225.848787195771,-0.0910515753615441,0.476625889006582,40,0.696887890264757
"NAA20",2,104,1007,727.375,1,1.04807692307692,279.625,-0.0480769230769229,0.807160063695215,225.702132810774,-0.038805772293039,0.152996323110006,106,0.451864972023343
"REG1A",7,75,820.571428571429,525.946666666667,1.92857142857143,2.35333333333333,294.624761904762,-0.424761904761905,0.762403450220624,224.62293499662,-0.32383994171276,0.0426291114034548,82,0.258192901715421
"ZNF471",7,47,1184.71428571429,802.744680851064,0.714285714285714,1.77659574468085,381.969604863222,-1.06231003039514,0.587896351115844,224.558536936249,-0.624528190623062,0.223145682240435,54,0.526388439848667
"TBC1D12",3,41,1539,1080.0487804878,0.833333333333333,0.947154471544715,458.951219512195,-0.113821138211382,0.488991378206283,224.423189358723,-0.0556575552429915,0.393092989528264,44,0.64245381846828
"GALNT12",2,3,1383,909,1,0.833333333333333,474,0.166666666666667,0.47274450025536,224.080893121041,0.07879075004256,0.623338546771397,5,0.788746305541008
"RDH16",14,147,634.857142857143,430.91156462585,1.35714285714286,2.50340136054422,203.945578231293,-1.14625850340136,1.0971558586304,223.760085998227,-1.25762423251172,0.0906999598739038,161,0.370521447303666
"CFAP92",5,43,874.8,663.93023255814,0.666666666666667,1.25581395348837,210.86976744186,-0.589147286821705,1.05988811963972,223.498361302818,-0.624430210020299,0.503321779623795,48,0.711281686277586
"TRA2B",4,63,1311,947.904761904762,0.75,1.03968253968254,363.095238095238,-0.28968253968254,0.614433012515123,223.097700972753,-0.177990515530174,0.074615510384175,67,0.343213512385281
"TCP10L",4,43,1126,742.767441860465,1.375,1.7906976744186,383.232558139535,-0.415697674418605,0.581709009290238,222.929831723112,-0.241815082350302,0.339677658434111,47,0.603804236255652
"CYP21A2",5,18,1201.8,898,1,1.10185185185185,303.8,-0.101851851851852,0.732030169156869,222.390765389857,-0.0745586283400515,0.13235763473424,23,0.428954670233597
"PITPNB",3,59,1265,948.491525423729,0.833333333333333,1.3135593220339,316.508474576271,-0.480225988700565,0.701580281162316,222.056104583476,-0.336917084173994,0.314018507815198,62,0.587268443941144
"OR8D1",3,146,525.333333333333,324.890410958904,5.83333333333333,4.79794520547945,200.442922374429,1.03538812785388,1.10759638606415,222.009856434054,1.14679214858468,0.40302373181126,149,0.649912361710167
"OR5B12",7,187,474.285714285714,268.695187165775,6.11904761904762,6.72549019607843,205.590527119939,-0.606442577030815,1.07828289170926,221.684748090918,-0.6539166556164,0.123489492639963,194,0.42176411332418
"RPS17",2,36,1247.5,867.75,1.25,1.56944444444444,379.75,-0.319444444444444,0.583381726188454,221.539210520065,-0.186358051421312,0.174072463756685,38,0.472871220375061
"FUT1",2,18,1587,1155.27777777778,0.75,1.0462962962963,431.722222222222,-0.296296296296296,0.51272455176612,221.354582876362,-0.15191838570848,0.673248037130817,20,0.817223316031211
"LCE1D",8,208,703.5,494.298076923077,2,2.58012820512821,209.201923076923,-0.580128205128205,1.05797412423433,221.330221355446,-0.613760629764148,0.0409553782107525,216,0.255715142703386
"PIP5K1C",2,20,1108,921.1,0.375,1.15,186.9,-0.775,1.18387743891433,221.266693333089,-0.917505015158609,0.783662774804736,22,0.884359347110909
"NKAP",4,37,929.75,644.405405405405,0.875,1.01351351351351,285.344594594595,-0.138513513513514,0.771881491338953,220.252211221185,-0.106916017381409,0.355829022569018,41,0.615271646121072
"TPM2",4,56,1311.5,948.785714285714,1,1.27083333333333,362.714285714286,-0.270833333333333,0.607131276177674,220.215187173588,-0.16443138729812,0.310899276285847,60,0.586473854446065
"ZNF517",5,47,1018.2,601.297872340426,1.5,4.79432624113475,416.902127659574,-3.29432624113475,0.527217275719858,219.798003986493,-1.7368257061835,0.035073342888334,52,0.238732933019873
"SOS1",4,63,1482.25,1104.44444444444,0.75,0.968253968253968,377.805555555556,-0.218253968253968,0.581529740039222,219.705166507596,-0.126921173421259,0.248850371888604,67,0.538948041857232
"SEPHS1",2,26,1154,943.846153846154,1,1.13461538461538,210.153846153846,-0.134615384615385,1.0450550267537,219.622333314701,-0.140680484370691,0.523268073718204,28,0.724274063934168
"NREP",6,108,936.666666666667,687.203703703704,1.25,1.35802469135802,249.462962962963,-0.108024691358025,0.880199901981006,219.577275547891,-0.0950833227448616,0.143228210696983,114,0.442302882492383
"TAMM41",5,54,1047.8,792.944444444444,1,1.42283950617284,254.855555555555,-0.422839506172839,0.86077029581764,219.372091946324,-0.363967686811779,0.0426237056050525,59,0.258192901715421
"EOLA1",9,153,732.777777777778,494.647058823529,1.4537037037037,3.50762527233116,238.130718954248,-2.05392156862745,0.920047821891227,219.091649299248,-1.8897060655511,0.0549643739104732,162,0.293241172424901
"METTL2B",5,58,1451,1044.8275862069,0.9,0.994252873563218,406.172413793103,-0.0942528735632183,0.538615047180609,218.770573818634,-0.0507660159411608,0.179944208621977,63,0.480430896876838
"MEIS3",4,47,1214.75,956.595744680851,0.958333333333333,1.1241134751773,258.154255319149,-0.165780141843972,0.846770738521402,218.597469429038,-0.140377773141403,0.499260755698503,51,0.710722537843542
"OR8K3",7,175,548.285714285714,346.314285714286,22,3.87428571428571,201.971428571429,18.1257142857143,1.08210999618238,218.555301800379,19.6140166165173,0.527685221619254,182,0.727113843307083
"OR5C1",2,62,731.5,534.677419354839,1,1.52956989247312,196.822580645161,-0.529569892473118,1.1095778128525,218.389968552244,-0.587599003042859,0.244031627771068,64,0.536046762025366
"ANGPTL7",3,41,1642.33333333333,1062.90243902439,0.666666666666667,1,579.430894308943,-0.333333333333333,0.376523629657576,218.169423460939,-0.125507876552525,0.113125387946977,44,0.405789093569228
"FERMT1",2,26,1737,1025.57692307692,0.75,1.19230769230769,711.423076923077,-0.442307692307692,0.306311689608166,217.917204718548,-0.135484016557458,0.284295625259192,28,0.568522406849617
"REEP4",3,31,1086,809.774193548387,0.833333333333333,0.935483870967742,276.225806451613,-0.102150537634409,0.788686890151909,217.855672270026,-0.0805647898542272,0.65975850257482,34,0.80884568646938
"LCN1",10,149,750.9,542.630872483221,2,2.08836689038031,208.269127516779,-0.0883668903803128,1.04570719931744,217.788526039858,-0.0924058934519885,0.124096167194557,159,0.42188529350969
"CRYBA4",2,40,1737,1048.5,0.75,0.975,688.5,-0.225,0.31604452868874,217.596658002198,-0.0711100189549666,0.296281951086252,42,0.577168404677833
"ZNF502",8,107,820,559.953271028037,1.14583333333333,2.1791277258567,260.046728971963,-1.03329439252336,0.836023522955482,217.405182488189,-0.863858418287527,0.316958576628496,115,0.588261455545004
"RPS24",6,74,1074,716.297297297297,1.41666666666667,2.1509009009009,357.702702702703,-0.734234234234234,0.606175506892383,216.830617127586,-0.445074809114677,0.195109414731087,80,0.497146035680246
"CD200R1",2,85,731.5,545.494117647059,1,1.36470588235294,186.005882352941,-0.364705882352941,1.16470169901378,216.641367203027,-0.424773560816789,0.253468606713909,87,0.540868283017005
"PLA2G2F",2,9,1348,823.222222222222,0.75,1,524.777777777778,-0.25,0.41249169131076,216.466473117858,-0.10312292282769,0.307055342520922,11,0.583726521747671
"IL27",2,4,713.5,546,3,0.875,167.5,2.125,1.29124269251428,216.283150996142,2.74389072159284,0.408544934285378,6,0.652271562847005
"BCR",3,33,1174.66666666667,942.909090909091,1.33333333333333,1.34343434343434,231.757575757576,-0.0101010101010099,0.932052932709566,216.010328162508,-0.00941467608797527,0.345419323894432,36,0.607624820948157
"TRIML1",3,45,1606.33333333333,947.444444444444,0.666666666666667,1.2962962962963,658.888888888889,-0.62962962962963,0.327667778305374,215.896658372319,-0.206309341895976,0.145225845068508,48,0.444011076429807
"SEMA4B",2,20,1737,1115.4,0.75,0.975,621.6,-0.225,0.347102999153645,215.759224273905,-0.07809817480957,0.31843814487007,22,0.588837957843961
"SNRPE",6,68,1198.83333333333,852.235294117647,1,1.2156862745098,346.598039215686,-0.215686274509804,0.62150954448396,215.413989471975,-0.13405107822203,0.0496261275184705,74,0.27696369492152
"ANKRD36C",2,27,779,478.148148148148,5.5,3.84567901234568,300.851851851852,1.65432098765432,0.714150449945365,214.853485366896,1.18143407768739,0.686495720710348,29,0.826774231452245
"MTHFD1L",3,72,1216,962.75,1,1.0625,253.25,-0.0625,0.848155456765527,214.79536942587,-0.0530097160478454,0.221914813855346,75,0.525136940650368
"UGT1A10",2,73,809.5,605.493150684931,1.5,1.82876712328767,204.006849315069,-0.328767123287671,1.04976586677909,214.159427000104,-0.34512850414655,0.283324692122646,75,0.568070983302606
"PDXDC1",5,38,960.2,751.657894736842,2.3,1.33771929824561,208.542105263158,0.962280701754386,1.02412065156892,213.57227672166,0.985491539272901,0.575379547184872,43,0.759074892482254
"KRT38",3,29,874,661,1,1.06896551724138,213,-0.0689655172413792,1.00267596172107,213.569979846587,-0.0691500663255907,0.409537038407487,32,0.65243357473412
"OR5F1",4,151,644.5,432.529801324503,2,3.28587196467991,211.970198675497,-1.28587196467991,1.00661667935029,213.372737511949,-1.29438016715572,0.335173104819658,155,0.599289779469703
"SEL1L",2,17,1737,1229.29411764706,0.75,1.02941176470588,507.705882352941,-0.279411764705882,0.419807933419368,213.138957255445,-0.117299275514235,0.371780331381126,19,0.627909638292045
"ZNF285",7,126,654.285714285714,410.484126984127,2.19047619047619,3.01587301587302,243.801587301587,-0.825396825396825,0.873958286004092,213.072417363172,-0.721362394797028,0.171195458305183,133,0.471791069922423
"IFNA7",11,125,642.727272727273,418.824,3.18181818181818,3.80533333333333,223.903272727273,-0.623515151515152,0.949777918922151,212.658384410768,-0.59220092302249,0.239648879871866,136,0.534311869916102
"KLK11",5,29,1524.6,1085.86206896552,0.7,0.994252873563218,438.737931034483,-0.294252873563218,0.48389499124563,212.303087297057,-0.142387491676875,0.0572973966732423,34,0.299686383646958
"OR10K2",2,35,780.5,583.571428571429,1,1.28095238095238,196.928571428571,-0.280952380952381,1.07775692245503,212.241131086323,-0.302798373451652,0.370506826952819,37,0.627881798347525
"ZNF853",2,3,1724.5,1080.66666666667,0.75,1,643.833333333333,-0.25,0.32920513756832,211.95324107107,-0.08230128439208,0.484443665805319,5,0.700628624161438
"SLC2A14",6,76,958.666666666667,706.21052631579,1,1.60745614035088,252.456140350877,-0.607456140350877,0.83953364697549,211.945424210128,-0.509979868886427,0.163048762585895,82,0.462415085374903
"SH3GLB2",4,48,1482.25,1110.25,0.75,0.96875,372,-0.21875,0.569264765604317,211.766492804806,-0.124526667475944,0.255023403444429,52,0.541832790282065
"STX2",3,40,1514.66666666667,1105.025,0.666666666666667,0.9625,409.641666666667,-0.295833333333333,0.516839428672489,211.718964960446,-0.152898330982278,0.384826936863175,43,0.63754910435541
"MS4A4A",11,86,903.545454545455,691.395348837209,2.36363636363636,1.92054263565891,212.150105708245,0.443093727977449,0.997565498547028,211.63362596765,0.442015015652886,0.372796212474361,97,0.628562727868163
"RAB8A",5,59,1259.2,829.864406779661,1.2,1.72033898305085,429.335593220339,-0.520338983050847,0.491877223709629,211.180399632947,-0.255942894370942,0.19130184023267,64,0.495765676006406
"ARL8A",3,20,1511.66666666667,1038.75,0.833333333333333,1.21666666666667,472.916666666667,-0.383333333333333,0.446172724359652,211.002517561752,-0.1710328776712,0.256358286478315,23,0.542619297390536
"ZNF354A",9,184,763.444444444444,538.298913043478,1.5,3.75634057971014,225.145531400966,-2.25634057971014,0.936852952422709,210.928255817775,-2.11385933377262,0.0254910485970667,193,0.206649720343207
"BMP8B",7,89,823.714285714286,630.584269662921,0.833333333333333,0.98501872659176,193.130016051364,-0.151685393258427,1.0887921195989,210.278439534735,-0.165153860838036,0.235643690522662,96,0.53289880437383
"H3C11",2,40,1362.5,1049.35,1,0.945833333333333,313.15,0.0541666666666667,0.670243352507719,209.886705837792,0.0363048482608348,0.000369437035161935,42,0.0112692396374587
"TEX264",4,19,1133,894.78947368421,0.875,1.71929824561404,238.210526315789,-0.844298245614035,0.881064344871463,209.878801309907,-0.743881080648055,0.164051732147153,23,0.464715907567544
"OR51A4",10,198,527.9,335.141414141414,3.7,4.84680134680135,192.758585858586,-1.14680134680135,1.08695722083011,209.520336775991,-1.24652400476342,0.0538810428437703,208,0.289782836074974
"SPRR2G",9,94,508.777777777778,298.308510638298,4.81481481481481,6.55141843971631,210.46926713948,-1.73660362490149,0.994825295654779,209.380150908278,-1.72761721457779,0.188296483957521,103,0.492175958821579
"PABPC1L2A",3,61,982,770.131147540984,1,0.89344262295082,211.868852459016,0.10655737704918,0.988091960951325,209.345909890736,0.105288487642354,0.518896620456133,64,0.721723249336132
"ANGPTL4",3,33,1360.33333333333,1032.21212121212,0.833333333333333,0.994949494949495,328.121212121212,-0.161616161616162,0.636090894137448,208.714915203645,-0.102802568749487,0.173559736053909,36,0.472773498345037
"SLC22A10",12,121,624.666666666667,401.04958677686,1.65277777777778,2.78925619834711,223.617079889807,-1.13647842056933,0.932910794019319,208.614787556281,-1.06023298571916,0.0421391847633047,133,0.257885209779007
"CCDC74A",4,22,1213,851.409090909091,1.25,1.3030303030303,361.590909090909,-0.053030303030303,0.576880103154485,208.594600936088,-0.0305921266824348,0.321582819929874,26,0.59034919861614
"FCRL5",5,6,1309.8,980.333333333333,0.9,1,329.466666666667,-0.1,0.632128531618446,208.265280217224,-0.0632128531618446,0.228414567685263,11,0.530919934605002
"ZNF345",4,65,939,621.907692307692,1.375,3.01794871794872,317.092307692308,-1.64294871794872,0.656252804075083,208.092716073716,-1.07818970310541,0.262417441934816,69,0.551324972645386
"TRIML2",3,32,1523,1053.21875,0.833333333333333,1,469.78125,-0.166666666666667,0.442943465968041,208.086535121799,-0.0738239109946734,0.24946190110399,35,0.538948041857232
"GEMIN2",4,37,1275.25,890.972972972973,0.875,1.45495495495495,384.277027027027,-0.579954954954955,0.541098432806679,207.931697087934,-0.313812717224594,0.0382776074792651,41,0.249046573640478
"MTMR7",5,25,1303.2,1057.4,0.9,1.04,245.8,-0.14,0.844777721237309,207.64636388013,-0.118268880973223,0.088809685581942,30,0.366905426209709
"ARHGAP27",7,55,1038,814.509090909091,1,2.27272727272727,223.490909090909,-1.27272727272727,0.927657281981819,207.322969274919,-1.18065472252232,0.0907759001277,62,0.370521447303666
"CLEC4A",14,155,693.928571428571,503.387096774194,1.64285714285714,2.76774193548387,190.541474654378,-1.12488479262673,1.08370756022524,206.491236619415,-1.21904615415199,0.130858067247135,169,0.42612810318086
"GH1",5,58,927.2,435.637931034483,2,4.74425287356322,491.562068965517,-2.74425287356322,0.419533577945734,206.226793575511,-1.15130622683384,0.0289997070182996,63,0.219060168705341
"TMSB4X",10,88,942,710.613636363636,0.883333333333333,1,231.386363636364,-0.116666666666667,0.890066354309188,205.949217118678,-0.103841074669405,0.293581792888503,98,0.576022919305946
"GSTM4",10,229,616.8,423.899563318777,2.65,3.00363901018923,192.900436681223,-0.353639010189228,1.06757950496521,205.936552699712,-0.377537759434202,0.135975514335007,239,0.432539684285808
"PMS2",3,28,1329.33333333333,1074.42857142857,1,1.14880952380952,254.904761904762,-0.148809523809524,0.807761672778287,205.902296875342,-0.120202629877721,0.0454952769573353,31,0.266974892200693
"CSNK1G1",6,79,1104,836.911392405063,1,1.33966244725738,267.088607594937,-0.339662447257384,0.76951347097922,205.528281489387,-0.261374828750326,0.0311805475613152,85,0.226540851009119
"OR4K1",5,131,704.8,508.526717557252,2,2.46946564885496,196.273282442748,-0.469465648854962,1.04668388867908,205.436082510983,-0.491382130944759,0.355477951916978,136,0.615271646121072
"KRT81",10,180,807.7,602.422222222222,1.06666666666667,1.37777777777778,205.277777777778,-0.311111111111111,1.00049961188025,205.380336994307,-0.311266545918301,0.133693351265642,190,0.431411561309125
"SEC24A",4,77,1282.75,988.207792207792,0.875,1.14718614718615,294.542207792208,-0.272186147186147,0.697208776350353,205.357412278337,-0.189770570619171,0.108970248744458,81,0.400593481124982
"FAM9B",7,184,638.428571428571,423.103260869565,2.92857142857143,2.5,215.325310559006,0.428571428571428,0.953177293700557,205.243196783866,0.408504554443096,0.0540313447411806,191,0.290200609658277
"NIPSNAP2",4,53,1401.25,1064.49056603774,0.75,1.15723270440252,336.759433962264,-0.407232704402516,0.60907469624261,205.111649947399,-0.248035135734019,0.325147417433535,57,0.592741368642521
"IGHA1",10,135,866,638.066666666667,0.975,1.18148148148148,227.933333333333,-0.206481481481481,0.899728437520792,205.078101858906,-0.185777260710312,0.0844906966047352,145,0.35765341486496
"IGHV5-51",11,93,557.727272727273,355.096774193548,4.81818181818182,7.00179211469534,202.630498533724,-2.18361029651352,1.0117604615632,205.013526723263,-2.20929056147469,0.218749083954231,104,0.522487351752006
"SELENOK",3,53,1284.33333333333,957.867924528302,1.5,1.14465408805031,326.465408805031,0.355345911949686,0.626958106261908,204.680134464422,0.222787000023886,0.604912575542156,56,0.777295851664273
"WIPI1",3,47,1394.33333333333,1083.36170212766,0.666666666666667,1.07446808510638,310.971631205674,-0.407801418439716,0.656569525783186,204.174496432733,-0.267749983918675,0.180614047191998,50,0.481155821719483
"NDUFS5",3,42,1299.66666666667,863.214285714286,0.833333333333333,1.5,436.452380952381,-0.666666666666667,0.466627511851722,203.660688565569,-0.311085007901148,0.0497742851871415,45,0.27719648592087
"ZNF790",6,59,1001.33333333333,704.06779661017,1.33333333333333,1.94067796610169,297.265536723164,-0.607344632768361,0.684767735207547,203.557848337177,-0.41589000867125,0.41618108039442,65,0.657595728452393
"FADS2",4,97,1117,863.432989690722,1,1.17182130584192,253.567010309278,-0.171821305841924,0.801291769654121,203.181158416626,-0.137678998222358,0.174651145988662,101,0.473580544052928
"GSTM5",11,221,618.272727272727,427.588235294118,2.54545454545455,2.85218702865762,190.68449197861,-0.306732483203073,1.06540387126335,203.155995943896,-0.326793975046774,0.0579867184829924,232,0.301095387594004
"DNM1",5,70,1026.8,750.014285714286,1.7,1.86904761904762,276.785714285714,-0.169047619047619,0.733585782725237,203.046064861449,-0.124010929936885,0.366032176648194,75,0.623471687078509
"MNDA",8,98,773.125,579.326530612245,1.9375,1.47448979591837,193.798469387755,0.463010204081633,1.04537708827056,202.592479639862,0.484020258982413,0.263258138305053,106,0.551981085532553
"IFNW1",15,136,720.133333333333,476.595588235294,1.57777777777778,3.36029411764706,243.537745098039,-1.78251633986928,0.831682751119856,202.546141844663,-1.48248809345858,0.185914280877833,151,0.489080623033456
"RUFY2",6,84,1079.16666666667,788.27380952381,1.41666666666667,1.59722222222222,290.892857142857,-0.180555555555555,0.696055796325346,202.477659323927,-0.125676741003187,0.321910437744358,90,0.59034919861614
"CACNB4",5,88,966.6,745.136363636364,1,1.59090909090909,221.463636363636,-0.590909090909091,0.914261167978758,202.475602846641,-0.540245235623812,0.30774982269445,93,0.584337825332158
"BMP8A",7,91,808.857142857143,624.395604395604,0.821428571428571,1.0018315018315,184.461538461538,-0.18040293040293,1.09591585239173,202.154324156566,-0.197706431246493,0.264131238669154,98,0.552601272105727
"PUM1",5,92,1105.8,853.228260869565,1,1.27173913043478,252.571739130435,-0.271739130434782,0.799359941273773,201.895730558719,-0.217217375346134,0.0856973311122022,97,0.360849878950854
"ZNF34",6,87,716.5,417.827586206897,2.58333333333333,7.23371647509578,298.672413793103,-4.65038314176245,0.67482626412471,201.551989197109,-3.13820068230408,0.0358354148460188,93,0.241569301682203
"CPT1B",4,33,1546.5,1046.84848484848,0.75,1.09090909090909,499.651515151515,-0.340909090909091,0.403207678683754,201.463327575063,-0.137457163187644,0.295096720058225,37,0.57634725970316
"CDK12",2,54,1365,1027.2962962963,0.75,1.17901234567901,337.703703703704,-0.429012345679012,0.596220227405483,201.345779017896,-0.2557858383005,0.423350273829372,56,0.661857470352962
"METTL2A",5,58,1451,1058.70689655172,0.9,0.985632183908046,392.293103448276,-0.085632183908046,0.511663028737446,200.721877463157,-0.0438148225757927,0.192198518742594,63,0.495886406677629
"TRDV1",9,218,455.333333333333,292.711009174312,3.94444444444444,9.00840978593273,162.622324159021,-5.06396534148828,1.23304049211226,200.51991060948,-6.24407431670816,0.22240084171225,227,0.52586613223796
"ZNF783",4,54,1164.5,749.592592592593,1.25,1.95679012345679,414.907407407407,-0.70679012345679,0.482843119713603,200.335186984875,-0.341268748192639,0.178697523686415,58,0.479567027972407
"ICAM1",5,22,1112.6,826.363636363636,1,1.02272727272727,286.236363636364,-0.0227272727272727,0.699508300139457,200.224712165372,-0.0158979159122604,0.0655395897712511,27,0.321345031565545
"FYN",4,63,1304.25,961.095238095238,0.875,1.26455026455026,343.154761904762,-0.389550264550265,0.582863439646828,200.012364854998,-0.227054607111099,0.321752486212117,67,0.59034919861614
"FCGR3A",2,42,1205.5,936.738095238095,1.25,0.964285714285714,268.761904761905,0.285714285714286,0.743133728636625,199.726036401196,0.212323922467607,0.812061160406747,44,0.899389245284191
"CKB",3,43,1703,1102.48837209302,0.666666666666667,0.976744186046512,600.511627906977,-0.310077519379845,0.332388064524036,199.602897724178,-0.103066066519081,0.094945715706753,46,0.37873082211245
"OR4F4",3,52,823.666666666667,645.461538461538,1.83333333333333,1.38782051282051,178.205128205128,0.44551282051282,1.11773965949488,199.186939320241,0.497967348300601,0.440581121340887,55,0.67165854266837
"FBXO25",4,33,1306.25,1076.45454545455,1,1.0050505050505,229.795454545455,-0.00505050505050497,0.866562714488023,199.132172867918,-0.00437657936610106,0.18542590305908,37,0.488578626344602
