"","pathway","pval","padj","log2err","ES","NES","size"
"1280","REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS",0.136593591905565,0.572623669981336,0.154190966581424,0.725683314243182,1.36294280540572,9
"1281","REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",0.205084745762712,0.64649008119058,0.123257226381337,0.649020580401047,1.25660113779103,11
"1282","REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS",0.37261698440208,0.790983213429257,0.0873098257637931,0.632947611266912,1.11858889209978,7
"1283","REACTOME_HISTIDINE_CATABOLISM",0.509615384615385,0.859812763857668,0.0880945010398517,-0.480186402171311,-0.96194267229937,8
"1284","REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY",0.508843537414966,0.859812763857668,0.0590954798717342,0.406648603387938,0.961690545497142,32
"1285","REACTOME_HIV_INFECTION",0.182389937106918,0.632739118758044,0.0995791200495904,0.400402867324914,1.14286851050409,223
"1286","REACTOME_HIV_LIFE_CYCLE",0.58397365532382,0.894639741784794,0.042845050912155,0.343409193368368,0.952370648505578,142
"1287","REACTOME_HIV_TRANSCRIPTION_ELONGATION",0.96640826873385,1,0.0265350909115755,0.251362368523635,0.622809137742679,42
"1288","REACTOME_HIV_TRANSCRIPTION_INITIATION",0.617076326002587,0.911696730652485,0.0478299633114229,0.366312858799351,0.913769341453096,45
"1289","REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE",0.333333333333333,0.759865978615979,0.158514105424824,-0.342905808674792,-1.04234808452525,43
"1290","REACTOME_HOMOLOGY_DIRECTED_REPAIR",5.92860476991612e-05,0.00133026598456404,0.557332238758646,0.597973905264687,1.65926519367945,133
"1291","REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS",0.950520833333333,1,0.0602484086158019,-0.283417984819737,-0.625742196868424,12
"1292","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0.0376940133037694,0.316977070479925,0.245041785430996,0.483894721557859,1.33512515619742,128
"1293","REACTOME_HSF1_ACTIVATION",0.520223152022315,0.863739074111751,0.059221919380382,0.411760300582349,0.958558416291709,29
"1294","REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",0.410852713178295,0.812703699298204,0.132846300606183,-0.344094473412967,-1.01360878717258,36
"1295","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND",0.0229118135987862,0.233680661639569,0.352487857583619,0.571310576395291,1.45665444076395,54
"1296","REACTOME_HS_GAG_BIOSYNTHESIS",0.330985915492958,0.759605814654387,0.142056643575821,-0.390737745447417,-1.0783161469207,28
"1297","REACTOME_HS_GAG_DEGRADATION",0.0376512325213284,0.316977070479925,0.321775918075361,-0.592346068432845,-1.49855291578844,21
"1298","REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA",0.852686308492201,0.998622980730337,0.0464154956843849,0.381597323297158,0.674385240574369,7
"1299","REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT",0.380042462845011,0.796601461265876,0.0978773277424561,-0.656407734221656,-1.09171314913604,4
"1300","REACTOME_HYALURONAN_METABOLISM",0.110192837465565,0.519228650137741,0.224966093540314,-0.581730980394362,-1.35976962000448,15
"1301","REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION",0.104368932038835,0.513754696725711,0.216542836735348,-0.633150266374093,-1.3714814810842,11
"1302","REACTOME_HYDROLYSIS_OF_LPC",0.679595278246206,0.940031121573635,0.0555947097758869,0.449004029063618,0.843297343344127,9
"1303","REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS",0.627986348122867,0.91804012345679,0.0598603117764473,0.484071481544167,0.888389882557388,8
"1304","REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID",0.705882352941177,0.947072222966636,0.0697792517076235,-0.436701060000036,-0.835321520706394,7
"1305","REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1",0.107758620689655,0.519022121592265,0.160801401070022,0.611872974254197,1.36144333730659,22
"1306","REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS",0.98300283286119,1,0.0626618230932491,-0.227600757593289,-0.550453803027261,17
"1307","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",0.391256830601093,0.807490683101572,0.0611692626746689,0.377994722724192,1.05267599191519,146
"1308","REACTOME_INACTIVATION_OF_CDC42_AND_RAC1",0.725255972696246,0.95298553913684,0.0531298054705469,0.429994754635563,0.789145826877484,8
"1309","REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING",0.0505050505050505,0.366122766122766,0.241339976815091,0.649241362303445,1.46273962210746,24
"1310","REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",0.962481962481962,1,0.0322878452489437,0.265273490867832,0.597660698034487,24
"1311","REACTOME_INDUCTION_OF_CELL_CELL_FUSION",0.0406451496817534,0.326465475012309,0.321775918075361,-0.692869518090817,-1.56050763228957,13
"1312","REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS",0.142857142857143,0.580862233996268,0.137250779610133,0.577504986255504,1.30814735478227,25
"1313","REACTOME_INFECTIOUS_DISEASE",1.1429705034951e-16,6.73209626558612e-14,1.04762648849882,0.543640240855445,1.61292379940212,952
"1314","REACTOME_INFLAMMASOMES",0.280626780626781,0.717089691059322,0.0922597260527354,0.521735934940056,1.16183951585291,21
"1315","REACTOME_INFLUENZA_INFECTION",2.5256167194765e-11,1.29355499806231e-09,0.863415391606693,0.702179026446398,1.96898667153151,154
"1316","REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE",6.97889057790032e-11,3.2239737650065e-09,0.839088935621274,0.803343677295385,2.09979150348018,64
"1317","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1",0.755233494363929,0.965891411511834,0.0486034247259069,0.392883310185306,0.792414365668829,13
"1318","REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",0.699029126213592,0.945414822823894,0.0870515867946735,-0.331643704359884,-0.837449859152509,20
"1319","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT",0.497416020671835,0.855739880557399,0.0577308549299813,0.393422587774336,0.974796601811889,42
"1320","REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION",0.478005865102639,0.844797705133568,0.0656813601934011,0.454706568494159,0.993021723600326,19
"1321","REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS",0.569965870307167,0.88983857615894,0.0645031249656493,0.509148862447681,0.934413026504336,8
"1322","REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL",0.644122383252818,0.921385934819897,0.0559428593065705,0.436691367606752,0.880771730649351,13
"1323","REACTOME_INNATE_IMMUNE_SYSTEM",0.413586413586414,0.812703699298204,0.0543434390269162,0.343984660670091,1.01986012151327,1056
"1324","REACTOME_INOSITOL_PHOSPHATE_METABOLISM",0.125560538116592,0.553002524836012,0.271288554688953,-0.421297580715889,-1.29788425346319,48
"1325","REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE",0.994252873563218,1,0.0304894126298511,0.227345402141073,0.505853168935134,22
