"","pathway","pval","padj","log2err","ES","NES","size"
"195","KEGG_MEDICUS_REFERENCE_DRD1_GNAS_AC_PKA_SIGNALING_PATHWAY",0.708459214501511,0.97844998022934,0.0486034247259069,-0.507662835249042,-0.858196340785202,3
"196","KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE",0.268882175226586,0.884026793135481,0.0982123351217438,-0.682375478927203,-1.15354542108562,3
"197","KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY",0.783673469387755,0.97844998022934,0.0391956336118146,-0.397775220560031,-0.792261782598267,6
"198","KEGG_MEDICUS_REFERENCE_EARLY_ENDOSOMAL_FUSION",0.388513513513513,0.920294117647059,0.0835990603684159,-0.689774032937572,-1.05972498088568,2
"199","KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY",0.36404833836858,0.920294117647059,0.0810802057550866,-0.641045782353323,-1.08367819444874,3
"200","KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CALCINEURIN_SIGNALING_PATHWAY",0.38368580060423,0.920294117647059,0.0782955249944794,-0.631097779112159,-1.06686124550762,3
"201","KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY",0.875912408759124,0.97844998022934,0.0373029764832679,-0.397470295132235,-0.71491485432411,4
"202","KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_ERK_SIGNALING_PATHWAY",0.753315649867374,0.97844998022934,0.0398406946073899,-0.397927858787414,-0.822657499437508,7
"203","KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_JNK_SIGNALING_PATHWAY",0.783987915407855,0.97844998022934,0.0439759278026345,-0.473946360153257,-0.801199149850034,3
"204","KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY",0.783987915407855,0.97844998022934,0.0439759278026345,-0.473946360153257,-0.801199149850034,3
"205","KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_RALGDS_SIGNALING_PATHWAY",0.773722627737226,0.97844998022934,0.0430173196927508,-0.45074741280184,-0.810742399889251,4
"206","KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_RASSF1_SIGNALING_PATHWAY",0.783987915407855,0.97844998022934,0.0439759278026345,-0.473946360153257,-0.801199149850034,3
"207","KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY",0.753315649867374,0.97844998022934,0.0398406946073899,-0.397927858787414,-0.822657499437508,7
