"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"P2RX3","MLres",0.376709090145603,0.198591465422687,0.0578405130456343,346,346,17,363,1.14739884393064,"1 - 3","success",0.999997530435179
"VWA5A","MLres",-0.0888528779355354,0.250732179364581,0.723058878118469,266,266,97,363,1.40977443609023,"1 - 6","success",0.999997530435179
"DNAJC4","MLres",-0.0224523371006142,0.207973113636286,0.91402910125926,347,347,16,363,1.01729106628242,"1 - 2","success",0.999997530435179
"SIAE","MLres",-0.0278032481900833,0.219539088130227,0.899222386966691,316,316,47,363,1.03164556962025,"1 - 2","success",0.999997530435179
"SNX15","MLres",-0.000427035940677936,0.211733666838011,0.998390784242919,343,343,20,363,1.00583090379009,"1 - 2","success",0.999997530435179
"LPXN","MLres",-0.0482656033958676,0.204342821277496,0.813278128803871,352,352,11,363,1.04261363636364,"1 - 3","success",0.999997530435179
"DTX4","MLres",-0.0693485606233335,0.210078235507188,0.741318162766744,336,336,27,363,1.0327380952381,"1 - 2","success",0.999997530435179
"ATG2A","MLres",-0.0104204103294667,0.23428432553367,0.964523687139866,255,255,108,363,1.00392156862745,"1 - 2","success",0.999997530435179
"EHD1","MLres",0.321056799252315,0.198837493658342,0.106382326446302,345,345,18,363,1.12753623188406,"1 - 3","success",0.999997530435179
"OSBP","MLres",-0.0173694181209735,0.211215640159744,0.934459465409743,341,341,22,363,1.01173020527859,"1 - 2","success",0.999997530435179
"UNC93B1","MLres",0.061977717129534,0.215371527516723,0.773521904884571,323,323,40,363,1.02476780185759,"1 - 3","success",0.999997530435179
"PUS3","MLres",-0.0251631531502427,0.315707551900811,0.936472681983979,138,138,225,363,1.00724637681159,"1 - 2","success",0.999997530435179
"DCPS","MLres",-0.0135821800009822,0.210151576646964,0.948468281339898,350,350,13,363,1.00571428571429,"1 - 2","success",0.999997530435179
"KMT5B","MLres",-0.0116155907265746,0.203827656667444,0.954555300468425,352,352,11,363,1.05113636363636,"1 - 3","success",0.999997530435179
"FOXRED1","MLres",-0.0486782608774989,0.207079642936879,0.814154218412509,351,351,12,363,1.03703703703704,"1 - 4","success",0.999997530435179
"PPP6R3","MLres",-0.165735430406059,0.202121007938201,0.412226813983295,346,346,17,363,1.08092485549133,"1 - 5","success",0.999997530435179
"NRXN2","MLres",-0.0895269565550268,0.206250772348668,0.664238723077578,326,326,37,363,1.11963190184049,"1 - 4","success",0.999997530435179
"MS4A6A","MLres",0.315307116762672,0.235652067626849,0.180890004057706,263,263,100,363,2.15589353612167,"1 - 9","success",0.999997530435179
"MS4A4A","MLres",0.0767385139552017,0.2964952122837,0.795775106595842,231,231,132,363,1.84415584415584,"1 - 15","success",0.999997530435179
"ST3GAL4","MLres",0.0157029076139137,0.204208374195281,0.938705888259346,357,357,6,363,1.03641456582633,"1 - 3","success",0.999997530435179
"CPT1A","MLres",0.335347099720667,0.218210215625364,0.124340452037849,327,327,36,363,1.19266055045872,"1 - 3","success",0.999997530435179
"CCND1","MLres",0.0323688724329701,0.208995388617389,0.876917178547612,348,348,15,363,1.01724137931034,"1 - 2","success",0.999997530435179
"CCDC86","MLres",-0.0268047251424759,0.224932565639132,0.905142395055175,323,323,40,363,1.0061919504644,"1 - 2","success",0.999997530435179
"PRPF19","MLres",-0.0297159303108985,0.212990741766819,0.889041248596641,351,351,12,363,1.00854700854701,"1 - 2","success",0.999997530435179
"TMEM109","MLres",-0.0301180380499834,0.21542746479937,0.888813324236012,344,344,19,363,1.01453488372093,"1 - 3","success",0.999997530435179
"CCKBR","MLres",-0.018680223498422,0.213566621754367,0.930299601254129,339,339,24,363,1.0117994100295,"1 - 2","success",0.999997530435179
"HPX","MLres",-0.0239063208118784,0.215990117939688,0.911868143569766,335,335,28,363,1.0089552238806,"1 - 2","success",0.999997530435179
"TRIM3","MLres",-0.0262373778018686,0.209575355597183,0.900370719896637,346,346,17,363,1.02023121387283,"1 - 3","success",0.999997530435179
"CHORDC1","MLres",0.0309739060482037,0.207726966621818,0.881467830261435,343,343,20,363,1.04956268221574,"1 - 4","success",0.999997530435179
"FOLR1","MLres",0.244235095439149,0.209056002396365,0.24269548155194,320,320,43,363,1.09375,"1 - 3","success",0.999997530435179
"ANAPC15","MLres",-0.147205091561811,0.203737494714312,0.469972791736606,351,351,12,363,1.06837606837607,"1 - 3","success",0.999997530435179
"FOLR3","MLres",0.2003165866897,0.275554353829944,0.467251363228737,195,195,168,363,1.09230769230769,"1 - 3","success",0.999997530435179
"PANX1","MLres",-0.106972335318368,0.208670780299701,0.608205358435673,336,336,27,363,1.04166666666667,"1 - 2","success",0.999997530435179
"ARHGEF17","MLres",-0.00204335944176119,0.211455276519616,0.992289908277016,336,336,27,363,1.03571428571429,"1 - 3","success",0.999997530435179
"APOA5","MLres",-0.0076800374730582,0.21671295388742,0.971729881370148,336,336,27,363,1.00297619047619,"1 - 2","success",0.999997530435179
"APOA4","MLres",-0.00245734544231023,0.219072630550855,0.991050288350525,332,332,31,363,1.00602409638554,"1 - 3","success",0.999997530435179
"APOC3","MLres",-0.20034169038241,0.198966001565548,0.313976012111848,341,341,22,363,1.11143695014663,"1 - 9","success",0.999997530435179
"CEP164","MLres",0.0386857256412155,0.300997357589522,0.897733409314545,178,178,185,363,1.02247191011236,"1 - 2","success",0.999997530435179
"RNF141","MLres",-0.00987544436104692,0.207533121487741,0.962047060581749,356,356,7,363,1.00561797752809,"1 - 2","success",0.999997530435179
"CEP126","MLres",NA,NA,NA,0,311,52,363,NA,NA,"No variation in nonzero copy numbers",NA
"IL10RA","MLres",-0.00852349557884578,0.214215789159473,0.96826110952275,339,339,24,363,1.00294985250737,"1 - 2","success",0.999997530435179
"GALNT18","MLres",-0.00758956277679089,0.210223799924929,0.971200788068738,339,339,24,363,1.00294985250737,"1 - 2","success",0.999997530435179
"BIRC2","MLres",-0.0639004328326869,0.205608348768463,0.755962438714641,343,343,20,363,1.04956268221574,"1 - 3","success",0.999997530435179
"UBE4A","MLres",-0.0393743589452853,0.209315518208344,0.850790359196633,341,341,22,363,1.03519061583578,"1 - 2","success",0.999997530435179
"DDX6","MLres",-0.0186176450058067,0.210924438569106,0.929664551194373,344,344,19,363,1.01162790697674,"1 - 2","success",0.999997530435179
"UPK2","MLres",-0.00621457142225168,0.208799459147469,0.976255788119529,349,349,14,363,1.00859598853868,"1 - 2","success",0.999997530435179
"CBL","MLres",-0.112602484857567,0.207917840301704,0.588113371005942,345,345,18,363,1.08115942028986,"1 - 3","success",0.999997530435179
"NECTIN1","MLres",0.0161337720806957,0.204525241991626,0.937124878484994,353,353,10,363,1.03966005665722,"1 - 2","success",0.999997530435179
"HIPK3","MLres",-0.100291516418829,0.206623952217852,0.627405503848063,340,340,23,363,1.04705882352941,"1 - 2","success",0.999997530435179
"KIAA1549L","MLres",-0.172979506827029,0.207825182785066,0.405221690295241,317,317,46,363,1.07255520504732,"1 - 2","success",0.999997530435179
"FBXO3","MLres",-0.12026258390992,0.200539433706487,0.548709227893476,354,354,9,363,1.07344632768362,"1 - 3","success",0.999997530435179
"PDHX","MLres",-0.109810498027825,0.203519186175765,0.589501572794784,347,347,16,363,1.05763688760807,"1 - 2","success",0.999997530435179
"SLC1A2","MLres",-0.305442429273207,0.195560571923566,0.118315919653298,353,353,10,363,1.14730878186969,"1 - 6","success",0.999997530435179
"COMMD9","MLres",-0.0287825073533622,0.204648088146986,0.888151257580584,353,353,10,363,1.03966005665722,"1 - 3","success",0.999997530435179
"SLC15A3","MLres",0.169322131823063,0.208471644516109,0.41667285573568,335,335,28,363,1.09253731343284,"1 - 4","success",0.999997530435179
"CD5","MLres",-0.0275975420625929,0.213751968006281,0.897270515086714,337,337,26,363,1.01780415430267,"1 - 2","success",0.999997530435179
"ACCS","MLres",0.133575602041499,0.207572958367685,0.519892204372406,335,335,28,363,1.05671641791045,"1 - 3","success",0.999997530435179
"SCGB2A2","MLres",0.663911264853003,0.273036760519265,0.015033046186774,260,260,103,363,1.91538461538462,"1 - 13","success",0.999997530435179
"MDK","MLres",-0.0767275377705788,0.208407200381074,0.712752707537341,345,345,18,363,1.02028985507246,"1 - 4","success",0.999997530435179
"AMBRA1","MLres",-0.195774769609108,0.197901869154155,0.322539986569272,342,342,21,363,1.15789473684211,"1 - 5","success",0.999997530435179
"MADD","MLres",-0.170578236450364,0.203685353741447,0.402334327472821,342,342,21,363,1.09356725146199,"1 - 4","success",0.999997530435179
"PTPMT1","MLres",0.0231480365269243,0.205259163845781,0.910209192663748,354,354,9,363,1.03107344632768,"1 - 2","success",0.999997530435179
"NAA40","MLres",0.193879763826827,0.200948542093426,0.334633502196408,351,351,12,363,1.08831908831909,"1 - 2","success",0.999997530435179
"CARS1","MLres",-0.106527477383938,0.215764601341528,0.621503354495794,318,318,45,363,1.07861635220126,"1 - 3","success",0.999997530435179
"SLC22A18","MLres",-0.0401026054344959,0.221561634852151,0.856367754826378,324,324,39,363,1.01234567901235,"1 - 2","success",0.999997530435179
"CD81","MLres",0.00269234910573164,0.208733275918059,0.9897087600928,347,347,16,363,1.06340057636888,"1 - 3","success",0.999997530435179
"SLC35F2","MLres",-0.169773358566499,0.201382218792494,0.399205815401059,343,343,20,363,1.07871720116618,"1 - 3","success",0.999997530435179
"C11orf21","MLres",NA,NA,NA,0,30,333,363,NA,NA,"No variation in nonzero copy numbers",NA
"ELMOD1","MLres",-0.10252885993732,0.203684719209263,0.614703873845406,346,346,17,363,1.0606936416185,"1 - 3","success",0.999997530435179
"CALCA","MLres",-0.0809131352270677,0.156860097024424,0.605973186030195,362,362,1,363,2.96408839779006,"1 - 11","success",0.999997530435179
"SOX6","MLres",-0.314845675309393,0.195799182930621,0.107834519773893,346,346,17,363,1.15028901734104,"1 - 4","success",0.999997530435179
"C11orf58","MLres",-0.0274690341970548,0.204050865318553,0.89291346433223,357,357,6,363,1.04201680672269,"1 - 3","success",0.999997530435179
"PITPNM1","MLres",-0.050869020583215,0.213957017135949,0.812072319120329,330,330,33,363,1.01515151515152,"1 - 2","success",0.999997530435179
"RPS13","MLres",0.171169630203265,0.203206992591604,0.399596973155123,344,344,19,363,1.05813953488372,"1 - 3","success",0.999997530435179
"AIP","MLres",-0.00294395242804428,0.207331680727713,0.988671025803623,355,355,8,363,1.02253521126761,"1 - 2","success",0.999997530435179
"NUP98","MLres",-0.111695787335451,0.204213762961647,0.584409484726033,343,343,20,363,1.06122448979592,"1 - 3","success",0.999997530435179
"NDUFS8","MLres",-0.0029175678175912,0.214846474325038,0.989165236346477,334,334,29,363,1.01497005988024,"1 - 3","success",0.999997530435179
"TCIRG1","MLres",0.0305160263136106,0.220439921683343,0.889898695965448,329,329,34,363,1.02127659574468,"1 - 3","success",0.999997530435179
"CHKA","MLres",-0.114535880537926,0.214988308491964,0.594203882708163,329,329,34,363,1.03647416413374,"1 - 2","success",0.999997530435179
"EXPH5","MLres",-0.0924666024028287,0.21716316294213,0.670258527815954,320,320,43,363,1.025,"1 - 2","success",0.999997530435179
"HPS5","MLres",-0.0424720950024377,0.209636635743166,0.839448761632129,330,330,33,363,1.04545454545455,"1 - 2","success",0.999997530435179
"GTF2H1","MLres",-0.0201194530942569,0.208903478456795,0.923274524708351,347,347,16,363,1.00864553314121,"1 - 2","success",0.999997530435179
"POU2AF1","MLres",NA,NA,NA,0,355,8,363,NA,NA,"No variation in nonzero copy numbers",NA
"PTPN5","MLres",-0.0917014200480034,0.20566900620015,0.65569192562061,351,351,12,363,1.03703703703704,"1 - 3","success",0.999997530435179
"VWF","MLres",0.00745225991861389,0.226046165173279,0.973700212091513,307,307,56,363,1.01628664495114,"1 - 2","success",0.999997530435179
"PSMD9","MLres",-0.0366478457731754,0.210624422578715,0.861868461262566,346,346,17,363,1.01156069364162,"1 - 2","success",0.999997530435179
"P3H3","MLres",-0.0300644262047883,0.215643917751605,0.889120646366245,337,337,26,363,1.00890207715134,"1 - 2","success",0.999997530435179
"PPFIBP1","MLres",-0.00403679693363805,0.207702387743404,0.984493701690525,326,326,37,363,1.1319018404908,"1 - 3","success",0.999997530435179
"PRPF40B","MLres",-0.0225663859450605,0.209419684868752,0.91418864655986,345,345,18,363,1.02898550724638,"1 - 3","success",0.999997530435179
"CD69","MLres",-0.0167775844478403,0.207786687846494,0.935645329278576,347,347,16,363,1.02017291066282,"1 - 2","success",0.999997530435179
"PRDM4","MLres",0.0137160957440608,0.2100272971283,0.94793016402481,342,342,21,363,1.01169590643275,"1 - 2","success",0.999997530435179
"CLEC2B","MLres",0.0032019331210034,0.358265580134353,0.992869147544863,138,138,225,363,1.01449275362319,"1 - 2","success",0.999997530435179
"COQ5","MLres",0.0897427364513288,0.20998561319385,0.669105745241676,344,344,19,363,1.02906976744186,"1 - 3","success",0.999997530435179
"SELPLG","MLres",-0.097166225535146,0.224790174879557,0.665557548938624,302,302,61,363,1.03311258278146,"1 - 5","success",0.999997530435179
"CORO1C","MLres",-0.114157458265844,0.201344102248251,0.570729864735493,349,349,14,363,1.08309455587393,"1 - 5","success",0.999997530435179
"ASIC1","MLres",-0.121719553857474,0.204515376086024,0.551735928321026,354,354,9,363,1.03672316384181,"1 - 3","success",0.999997530435179
"DAO","MLres",-0.00799774061225835,0.206140031847176,0.969051750146942,345,345,18,363,1.05797101449275,"1 - 5","success",0.999997530435179
"CAPRIN2","MLres",-0.100243556534859,0.208150917884007,0.630096698918203,327,327,36,363,1.05504587155963,"1 - 3","success",0.999997530435179
"TSPAN11","MLres",0.00516217404491668,0.211694515465815,0.980545500656429,345,345,18,363,1.01159420289855,"1 - 2","success",0.999997530435179
"KCTD10","MLres",0.403940273140694,0.19237577158194,0.0357511833110245,349,349,14,363,1.189111747851,"1 - 3","success",0.999997530435179
"SLC11A2","MLres",-0.313947367251888,0.227990222375391,0.168505696667203,352,352,11,363,1.55681818181818,"1 - 6","success",0.999997530435179
"MLEC","MLres",-0.00798169967759637,0.209668856175825,0.969633367528491,350,350,13,363,1.01428571428571,"1 - 2","success",0.999997530435179
"MVK","MLres",-0.0107958006103612,0.208526194352285,0.95871043334516,345,345,18,363,1.02898550724638,"1 - 2","success",0.999997530435179
"CSRNP2","MLres",0.00197799915041951,0.210061277519436,0.992486993891272,348,348,15,363,1.00574712643678,"1 - 2","success",0.999997530435179
"CAMKK2","MLres",0.109840084918578,0.203497361694968,0.589361373012197,337,337,26,363,1.16617210682493,"1 - 5","success",0.999997530435179
"BIN2","MLres",-0.179951093808992,0.2060790093818,0.382546398528136,338,338,25,363,1.08579881656805,"1 - 4","success",0.999997530435179
"IL23A","MLres",-0.0158706770557981,0.207202025775083,0.938945591207774,358,358,5,363,1.01396648044693,"1 - 2","success",0.999997530435179
"ATP5F1B","MLres",0.043676889783909,0.210716251379315,0.835792581688963,348,348,15,363,1.02011494252874,"1 - 2","success",0.999997530435179
"PTGES3","MLres",0.310259842925891,0.226438493416124,0.170632996691344,352,352,11,363,1.29545454545455,"1 - 5","success",0.999997530435179
"SYT10","MLres",0.00370284393259497,0.219175286817586,0.986520827644683,332,332,31,363,1.00903614457831,"1 - 2","success",0.999997530435179
"BCL7A","MLres",0.321519684101167,0.201825620236572,0.111147441217675,341,341,22,363,1.16715542521994,"1 - 2","success",0.999997530435179
"RSRC2","MLres",0.0142876035397951,0.208501573015785,0.945367592787147,345,345,18,363,1.01159420289855,"1 - 2","success",0.999997530435179
"CYP27B1","MLres",0.00471682773725187,0.207636406670086,0.981876201669002,358,358,5,363,1.00558659217877,"1 - 2","success",0.999997530435179
"MYF6","MLres",0.00180482311536483,0.208010232140545,0.993077155793909,349,349,14,363,1.01146131805158,"1 - 2","success",0.999997530435179
"MYF5","MLres",-0.0201439701512855,0.211477937145065,0.924113639779054,348,348,15,363,1.01436781609195,"1 - 2","success",0.999997530435179
"LIN7A","MLres",-0.00103768139829436,0.208891033308118,0.996036466724098,348,348,15,363,1.00862068965517,"1 - 2","success",0.999997530435179
"KRT18","MLres",-0.00591553394910875,0.211348448458117,0.977670538669204,342,342,21,363,1.02631578947368,"1 - 3","success",0.999997530435179
"ACSS3","MLres",-0.156611198478809,0.20584120291351,0.446755606443319,338,338,25,363,1.06508875739645,"1 - 2","success",0.999997530435179
"TNS2","MLres",0.0385098667728051,0.216211579310944,0.858635054554128,327,327,36,363,1.04587155963303,"1 - 3","success",0.999997530435179
"GLI1","MLres",-0.0265686939759116,0.213822098372965,0.901112527423984,336,336,27,363,1.01488095238095,"1 - 2","success",0.999997530435179
"PPM1H","MLres",0.01310967888071,0.212414206854071,0.950787784546247,339,339,24,363,1.00294985250737,"1 - 2","success",0.999997530435179
"METAP2","MLres",-0.0717528443077476,0.205813203234933,0.72736641924884,348,348,15,363,1.06609195402299,"1 - 3","success",0.999997530435179
"LTA4H","MLres",-0.0461965682846826,0.206900866173018,0.823318559177461,340,340,23,363,1.07941176470588,"1 - 3","success",0.999997530435179
"ELK3","MLres",0.28851583692148,0.268818177196026,0.283147735631155,347,347,16,363,1.10086455331412,"1 - 19","success",0.999997530435179
"SLC6A12","MLres",-0.0881820532500557,0.205644108634217,0.668062197979196,340,340,23,363,1.05294117647059,"1 - 3","success",0.999997530435179
"WNT5B","MLres",0.0592530416603069,0.213086691972618,0.780958533553844,344,344,19,363,1.01162790697674,"1 - 2","success",0.999997530435179
"MAGOHB","MLres",0.257931097763721,0.202611728901817,0.203006891225349,337,337,26,363,1.10682492581602,"1 - 3","success",0.999997530435179
"TRPV4","MLres",0.256366302563213,0.239819129607752,0.28507032137045,328,328,35,363,1.42987804878049,"1 - 10","success",0.999997530435179
"ITFG2","MLres",-0.00913635839401363,0.209942178090139,0.965288256672432,349,349,14,363,1.00859598853868,"1 - 2","success",0.999997530435179
"FOXM1","MLres",-0.0516863092067749,0.215632111605188,0.810565380306595,336,336,27,363,1.02678571428571,"1 - 3","success",0.999997530435179
"PRR4","MLres",0.272287788947774,0.286092929693338,0.341225836405814,209,209,154,363,4.08133971291866,"1 - 13","success",0.999997530435179
"PRMT8","MLres",-0.0912890661415772,0.207256722274027,0.659601285826552,341,341,22,363,1.05865102639296,"1 - 2","success",0.999997530435179
"PARP11","MLres",NA,NA,NA,0,347,16,363,NA,NA,"No variation in nonzero copy numbers",NA
"ARPC3","MLres",0.133939573473982,0.204541524200294,0.512578323780807,346,346,17,363,1.0606936416185,"1 - 3","success",0.999997530435179
"GPN3","MLres",-0.0645075112680259,0.204874940968013,0.752865776539968,347,347,16,363,1.04034582132565,"1 - 2","success",0.999997530435179
"VPS29","MLres",0.0558270177355874,0.206290555765185,0.786680822818524,350,350,13,363,1.04,"1 - 3","success",0.999997530435179
"FGF6","MLres",0.0498701969036862,0.206408637059036,0.809083100705953,357,357,6,363,1.01960784313725,"1 - 2","success",0.999997530435179
"MYL2","MLres",0.273407004178235,0.241598799295973,0.257778610847771,351,351,12,363,1.39316239316239,"1 - 6","success",0.999997530435179
"RAD51AP1","MLres",-0.0475007074642455,0.216935339985571,0.826679248510257,334,334,29,363,1.03592814371257,"1 - 2","success",0.999997530435179
"CUX2","MLres",0.336710368223925,0.208071606440403,0.10561029356025,315,315,48,363,1.12698412698413,"1 - 4","success",0.999997530435179
"SH2B3","MLres",-0.0101447161972996,0.215994639847458,0.962539174635585,329,329,34,363,1.00303951367781,"1 - 2","success",0.999997530435179
"AKAP3","MLres",0.0766177975699924,0.212654200571385,0.718628111977928,326,326,37,363,1.03067484662577,"1 - 6","success",0.999997530435179
"MANSC1","MLres",-0.107996807848003,0.205972827765662,0.600052157193801,347,347,16,363,1.06051873198847,"1 - 3","success",0.999997530435179
"KCNA1","MLres",NA,NA,NA,0,334,29,363,NA,NA,"No variation in nonzero copy numbers",NA
"DUSP16","MLres",NA,NA,NA,0,320,43,363,NA,NA,"No variation in nonzero copy numbers",NA
"CREBL2","MLres",-0.0460406961567163,0.213619602296963,0.829356813557542,350,350,13,363,1.01142857142857,"1 - 2","success",0.999997530435179
"ACAD10","MLres",-0.321197555525965,0.241495224606687,0.183506119776167,247,247,116,363,1.25101214574899,"1 - 5","success",0.999997530435179
"ALDH2","MLres",-0.0134379047621416,0.20434796376558,0.947568970185196,340,340,23,363,1.06470588235294,"1 - 4","success",0.999997530435179
"CDKN1B","MLres",-0.0309144205801354,0.206637717761488,0.881074793817556,348,348,15,363,1.02298850574713,"1 - 2","success",0.999997530435179
"GPRC5D","MLres",0.0122802482518008,0.209814398692946,0.953327182521024,333,333,30,363,1.03303303303303,"1 - 2","success",0.999997530435179
"NAA25","MLres",NA,NA,NA,0,334,29,363,NA,NA,"No variation in nonzero copy numbers",NA
"GSG1","MLres",0.0366869592260522,0.222179051203157,0.868846859240322,296,296,67,363,1.10135135135135,"1 - 3","success",0.999997530435179
"SCNN1A","MLres",-0.0322361993498651,0.209193026668373,0.877532569519018,339,339,24,363,1.0353982300885,"1 - 3","success",0.999997530435179
"LTBR","MLres",-0.0582582887184805,0.207501002947085,0.778893350074156,347,347,16,363,1.02305475504323,"1 - 3","success",0.999997530435179
"OGFOD2","MLres",-0.0238726668896508,0.210998462295257,0.909918432699805,342,342,21,363,1.01754385964912,"1 - 2","success",0.999997530435179
"CDK2AP1","MLres",0.179589443393882,0.191254255928928,0.347726188532186,354,354,9,363,1.3728813559322,"1 - 6","success",0.999997530435179
"OAS3","MLres",0.00694122403328951,0.273218485189493,0.979731606463127,205,205,158,363,1.07317073170732,"1 - 3","success",0.999997530435179
"OAS2","MLres",-0.152439923025612,0.222094134377067,0.492476490506187,280,280,83,363,1.08928571428571,"1 - 3","success",0.999997530435179
"ART4","MLres",-0.0236423508082308,0.212371637302421,0.91135833918416,339,339,24,363,1.01474926253687,"1 - 3","success",0.999997530435179
"MGP","MLres",-0.0357576956282409,0.207269335291243,0.863030294708089,357,357,6,363,1.01120448179272,"1 - 3","success",0.999997530435179
"RASAL1","MLres",0.213741571293325,0.200621279562792,0.286695723269266,341,341,22,363,1.16129032258065,"1 - 4","success",0.999997530435179
"ARHGDIB","MLres",0.0244369438925425,0.20894686684988,0.906897370520432,355,355,8,363,1.0112676056338,"1 - 2","success",0.999997530435179
"GTF2H3","MLres",0.119569868816974,0.422728897303319,0.777290010346945,104,104,259,363,1.05769230769231,"1 - 2","success",0.999997530435179
"EIF2B1","MLres",-0.0516767800065674,0.208209683870362,0.80398287513015,353,353,10,363,1.01133144475921,"1 - 2","success",0.999997530435179
"DDX55","MLres",-0.0464877405711077,0.212264910765866,0.826643716880237,334,334,29,363,1.05988023952096,"1 - 3","success",0.999997530435179
"SLC38A1","MLres",0.033392911455708,0.209204696264255,0.873181711715699,345,345,18,363,1.02898550724638,"1 - 3","success",0.999997530435179
"RERGL","MLres",0.0289534277044724,0.215371970805356,0.893058985672913,326,326,37,363,1.02147239263804,"1 - 2","success",0.999997530435179
"ENDOU","MLres",-0.0807507984758228,0.203843745784627,0.692001255302891,346,346,17,363,1.03757225433526,"1 - 4","success",0.999997530435179
"SPRING1","MLres",0.000756077527863856,0.211134009574748,0.997142756403299,346,346,17,363,1.0028901734104,"1 - 2","success",0.999997530435179
"VDR","MLres",-0.121826885300906,0.202256730111207,0.546949266481798,352,352,11,363,1.05965909090909,"1 - 3","success",0.999997530435179
"FZD10","MLres",0.00947014883491073,0.224316377268896,0.966325055510444,305,305,58,363,1.00327868852459,"1 - 2","success",0.999997530435179
"RFC5","MLres",0.0382797962324791,0.208393087361891,0.854256390680192,354,354,9,363,1.03107344632768,"1 - 3","success",0.999997530435179
"STX2","MLres",0.295753120233406,0.205930310622339,0.15095095346763,344,344,19,363,1.12209302325581,"1 - 3","success",0.999997530435179
"ADGRD1","MLres",-0.104592461778867,0.223924449153884,0.640436795723498,296,296,67,363,1.05743243243243,"1 - 2","success",0.999997530435179
"COPZ1","MLres",0.00311978321879659,0.198023116098765,0.987430134715779,355,355,8,363,1.14366197183099,"1 - 3","success",0.999997530435179
"TBC1D30","MLres",-0.103049096325552,0.198240083915308,0.603189263640864,350,350,13,363,1.10571428571429,"1 - 3","success",0.999997530435179
"CAND1","MLres",-0.00630249170798797,0.210170460443734,0.976077003173748,342,342,21,363,1.00877192982456,"1 - 3","success",0.999997530435179
"IL26","MLres",-0.0896369591316533,0.235823875785174,0.703870229086607,278,278,85,363,1.01798561151079,"1 - 3","success",0.999997530435179
"IFNG","MLres",0.0204761010014143,0.205892145576193,0.920780495026976,353,353,10,363,1.02832861189802,"1 - 3","success",0.999997530435179
"RAB5B","MLres",0.369254411580281,0.22566253023048,0.101774208185695,356,356,7,363,1.48314606741573,"1 - 6","success",0.999997530435179
"MDM1","MLres",-0.0131969701787079,0.209563932679968,0.94978762207829,339,339,24,363,1.02064896755162,"1 - 2","success",0.999997530435179
"NUP107","MLres",-0.115977771751511,0.204018544666545,0.569718034605034,335,335,28,363,1.06865671641791,"1 - 4","success",0.999997530435179
"CNOT2","MLres",-0.0716815525446517,0.204088888843199,0.725417966144525,356,356,7,363,1.03370786516854,"1 - 2","success",0.999997530435179
"TIMELESS","MLres",-0.0247891232719667,0.212834157798101,0.907278836077242,326,326,37,363,1.02453987730061,"1 - 2","success",0.999997530435179
"CPSF6","MLres",-0.0167563111501303,0.204354826883786,0.934649766785546,355,355,8,363,1.03380281690141,"1 - 3","success",0.999997530435179
"KRR1","MLres",-0.0398104351448086,0.210330417394273,0.849876746517634,342,342,21,363,1.03216374269006,"1 - 3","success",0.999997530435179
"MRPL51","MLres",-0.0342106175894477,0.213777500101155,0.872858163483362,344,344,19,363,1.02616279069767,"1 - 3","success",0.999997530435179
"GAPDH","MLres",NA,NA,NA,0,57,306,363,NA,NA,"No variation in nonzero copy numbers",NA
"NOP2","MLres",-0.06012959643821,0.209855556989036,0.774473373775411,341,341,22,363,1.02346041055718,"1 - 2","success",0.999997530435179
"CHD4","MLres",-0.0751479684047291,0.213446815569147,0.724786651563446,330,330,33,363,1.07272727272727,"1 - 4","success",0.999997530435179
"ACRBP","MLres",-0.0800777056057103,0.208185935088689,0.700500354565875,347,347,16,363,1.02593659942363,"1 - 3","success",0.999997530435179
"UHRF1BP1L","MLres",0.181119621811834,0.18665592529029,0.33187728215249,352,352,11,363,1.24431818181818,"1 - 4","success",0.999997530435179
"COPS7A","MLres",-0.00594867292036611,0.207318924910698,0.977109166094085,352,352,11,363,1.01988636363636,"1 - 2","success",0.999997530435179
"ING4","MLres",-0.0266009390102074,0.2668936148844,0.920607352411169,353,353,10,363,1.19830028328612,"1 - 15","success",0.999997530435179
"GNB3","MLres",0.00382727039431993,0.208525159726981,0.985356450417865,348,348,15,363,1.01149425287356,"1 - 2","success",0.999997530435179
"CDCA3","MLres",-0.00764765098739433,0.204771616061225,0.9702081540898,353,353,10,363,1.03682719546742,"1 - 2","success",0.999997530435179
"CHPT1","MLres",0.408909918703936,0.243800355488465,0.0934969948500296,346,346,17,363,1.42196531791908,"1 - 16","success",0.999997530435179
"USP5","MLres",0.000593524739170122,0.209347997146663,0.99773791200352,348,348,15,363,1.00287356321839,"1 - 2","success",0.999997530435179
"TPI1","MLres",-0.0751510863598613,0.211560281383474,0.722422505170053,350,350,13,363,1.02,"1 - 2","success",0.999997530435179
"GNPTAB","MLres",-0.0234416839366584,0.208775758504348,0.910600101254354,337,337,26,363,1.01780415430267,"1 - 2","success",0.999997530435179
"SPSB2","MLres",0.0356693751816882,0.22295911391462,0.872895500041086,307,307,56,363,1.02605863192182,"1 - 2","success",0.999997530435179
"ENO2","MLres",0.0592401392014546,0.203733272486162,0.771224920041869,354,354,9,363,1.05649717514124,"1 - 2","success",0.999997530435179
"ATN1","MLres",NA,NA,NA,0,289,74,363,NA,NA,"No variation in nonzero copy numbers",NA
