"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"TSPAN6","MLres",0.122928736923515,0.209434364573373,0.557233322022905,344,344,19,363,1.02616279069767,"1 - 4","success",0.999997530435179
"TNMD","MLres",0.0224290579691636,0.210107739479197,0.914987100539965,345,345,18,363,1.00579710144928,"1 - 2","success",0.999997530435179
"DPM1","MLres",-0.0980852607070111,0.205967231226667,0.633919223110411,354,354,9,363,1.03672316384181,"1 - 3","success",0.999997530435179
"SCYL3","MLres",-0.00943590441772211,0.2054920415747,0.963375138631073,348,348,15,363,1.03735632183908,"1 - 4","success",0.999997530435179
"C1orf112","MLres",0.0828584074618206,0.209716391048772,0.692770984309939,340,340,23,363,1.01764705882353,"1 - 2","success",0.999997530435179
"FGR","MLres",0.0117032091843413,0.21077407113605,0.955720293358464,343,343,20,363,1.01166180758017,"1 - 2","success",0.999997530435179
"CFH","MLres",-0.11454977476907,0.245159758553051,0.640324299825802,251,251,112,363,1.93625498007968,"1 - 10","success",0.999997530435179
"FUCA2","MLres",-0.00248009720864101,0.211364346578502,0.990638033816345,337,337,26,363,1.01483679525223,"1 - 2","success",0.999997530435179
"GCLC","MLres",-0.0306318892225085,0.204384820331306,0.880864338980963,351,351,12,363,1.05413105413105,"1 - 3","success",0.999997530435179
"NFYA","MLres",-0.0923233737136884,0.199650270642975,0.643776225299913,353,353,10,363,1.11331444759207,"1 - 4","success",0.999997530435179
"STPG1","MLres",-0.0194413767489367,0.207109496654604,0.925212393287555,350,350,13,363,1.03142857142857,"1 - 2","success",0.999997530435179
"NIPAL3","MLres",-0.0956376340307606,0.205947285410415,0.642376095270208,350,350,13,363,1.03428571428571,"1 - 2","success",0.999997530435179
"LAS1L","MLres",-0.168346821842629,0.205911123375327,0.413602584082802,337,337,26,363,1.08605341246291,"1 - 4","success",0.999997530435179
"ENPP4","MLres",0.0785896959332918,0.207337160270447,0.704655944598275,347,347,16,363,1.03170028818444,"1 - 2","success",0.999997530435179
"SEMA3F","MLres",0.15438148986527,0.208494735781455,0.459022442907557,339,339,24,363,1.08554572271386,"1 - 2","success",0.999997530435179
"CFTR","MLres",-0.211259041237489,0.201514421596285,0.294474187352262,338,338,25,363,1.10355029585799,"1 - 3","success",0.999997530435179
"ANKIB1","MLres",-0.0216815564295562,0.212321605873909,0.918664140209218,340,340,23,363,1.00882352941176,"1 - 2","success",0.999997530435179
"CYP51A1","MLres",-0.0557187481636955,0.208799684869924,0.789582618676293,346,346,17,363,1.01734104046243,"1 - 2","success",0.999997530435179
"KRIT1","MLres",-0.124632795735978,0.203719769351084,0.540679701389223,345,345,18,363,1.07826086956522,"1 - 5","success",0.999997530435179
"RAD52","MLres",0.104849115673839,0.216139226304427,0.627605487567708,300,300,63,363,1.06333333333333,"1 - 4","success",0.999997530435179
"BAD","MLres",-0.0259248435548042,0.205994897450322,0.899849179903624,349,349,14,363,1.03724928366762,"1 - 3","success",0.999997530435179
"LAP3","MLres",-0.0118356819163629,0.209161702370996,0.954874766821982,346,346,17,363,1.01156069364162,"1 - 2","success",0.999997530435179
"CD99","MLres",0.0978810132145392,0.254233116791307,0.700233734154844,247,247,116,363,1.11740890688259,"1 - 4","success",0.999997530435179
"HS3ST1","MLres",-0.00230916799962607,0.210796088687418,0.991259739884421,332,332,31,363,1.00602409638554,"1 - 2","success",0.999997530435179
"AOC1","MLres",-0.162488406199276,0.216027486802127,0.451951583810939,312,312,51,363,1.08333333333333,"1 - 3","success",0.999997530435179
"WNT16","MLres",0.0153412239117703,0.213151894159671,0.94262323581444,348,348,15,363,1.01149425287356,"1 - 2","success",0.999997530435179
"HECW1","MLres",-0.0687160034577022,0.203690005901665,0.735848705419866,336,336,27,363,1.05952380952381,"1 - 2","success",0.999997530435179
"MAD1L1","MLres",-0.134158713989288,0.212790958821312,0.528385900845934,316,316,47,363,1.07594936708861,"1 - 2","success",0.999997530435179
"LASP1","MLres",0.00342978372072161,0.210903460676194,0.987025102134241,348,348,15,363,1.00287356321839,"1 - 2","success",0.999997530435179
"SNX11","MLres",-0.0563926076330354,0.209061390350481,0.78735885656931,354,354,9,363,1.01694915254237,"1 - 2","success",0.999997530435179
"TMEM176A","MLres",0.0779731659717135,0.223085038922695,0.726697332932442,306,306,57,363,1.05228758169935,"1 - 2","success",0.999997530435179
"M6PR","MLres",0.0236320168142062,0.208303708865969,0.90967394954672,355,355,8,363,1.0112676056338,"1 - 4","success",0.999997530435179
"KLHL13","MLres",-0.181166380955022,0.202749357167819,0.37156351950505,338,338,25,363,1.10650887573965,"1 - 4","success",0.999997530435179
"CYP26B1","MLres",-0.0323582944764333,0.21301181682624,0.879259145173144,345,345,18,363,1.02028985507246,"1 - 2","success",0.999997530435179
"ICA1","MLres",-0.16720024478318,0.22352203604596,0.454444609327961,282,282,81,363,1.08510638297872,"1 - 3","success",0.999997530435179
"DBNDD1","MLres",-0.00230473617851227,0.204165443392236,0.99099321448463,352,352,11,363,1.05397727272727,"1 - 3","success",0.999997530435179
"ALS2","MLres",-0.146120748495142,0.208559733924114,0.48354130788892,331,331,32,363,1.06344410876133,"1 - 3","success",0.999997530435179
"CASP10","MLres",0.064491770739702,0.251898757528289,0.797933399043332,255,255,108,363,1.06274509803922,"1 - 3","success",0.999997530435179
"CFLAR","MLres",0.0279649509617653,0.209274726841725,0.893696788194544,339,339,24,363,1.05014749262537,"1 - 4","success",0.999997530435179
"TFPI","MLres",0.101352134129412,0.210151166875356,0.629605601704922,324,324,39,363,1.04938271604938,"1 - 6","success",0.999997530435179
"NDUFAF7","MLres",-0.0563262093280075,0.205958545939405,0.784481778187597,352,352,11,363,1.02556818181818,"1 - 3","success",0.999997530435179
"RBM5","MLres",0.0149831995628562,0.201842895054547,0.940825792528868,359,359,4,363,1.05849582172702,"1 - 4","success",0.999997530435179
"MTMR7","MLres",0.120419691829644,0.205516460272186,0.55791787271857,338,338,25,363,1.09171597633136,"1 - 3","success",0.999997530435179
"SLC7A2","MLres",-0.0417938678571489,0.21268668019999,0.844215391397899,332,332,31,363,1.05722891566265,"1 - 3","success",0.999997530435179
"ARF5","MLres",0.371684137650338,0.225419712416577,0.0991776006440859,354,354,9,363,1.22881355932203,"1 - 5","success",0.999997530435179
"SARM1","MLres",-0.00953348687974981,0.212397950966006,0.964198954857174,335,335,28,363,1.00298507462687,"1 - 2","success",0.999997530435179
"POLDIP2","MLres",0.000264966626234549,0.208735357243779,0.998987173394027,350,350,13,363,1.02,"1 - 2","success",0.999997530435179
"PLXND1","MLres",-0.0356919613431171,0.225351244707215,0.874154466241923,315,315,48,363,1.03174603174603,"1 - 3","success",0.999997530435179
"AK2","MLres",-0.102206932787122,0.20632940983779,0.620347405557428,354,354,9,363,1.03672316384181,"1 - 3","success",0.999997530435179
"CD38","MLres",-0.109816581946297,0.21719761746417,0.613132740556373,332,332,31,363,1.03915662650602,"1 - 5","success",0.999997530435179
"FKBP4","MLres",0.00791650359294384,0.210542284680593,0.970006177384764,344,344,19,363,1.01744186046512,"1 - 3","success",0.999997530435179
"KDM1A","MLres",-0.191361142876356,0.20513438112377,0.350893556015344,345,345,18,363,1.06376811594203,"1 - 4","success",0.999997530435179
"RBM6","MLres",-0.044520039757345,0.210622524181084,0.83259576075417,329,329,34,363,1.04255319148936,"1 - 2","success",0.999997530435179
"CAMKK1","MLres",0.175583424068546,0.20752628829379,0.397509240456411,323,323,40,363,1.11455108359133,"1 - 3","success",0.999997530435179
"RECQL","MLres",-0.036226927985339,0.20539250684122,0.859996190041647,343,343,20,363,1.04081632653061,"1 - 3","success",0.999997530435179
"VPS50","MLres",-0.0692586564388295,0.209194436733931,0.740589249191931,332,332,31,363,1.05120481927711,"1 - 2","success",0.999997530435179
"HSPB6","MLres",-0.00529282041589453,0.210307488697712,0.979921713864422,351,351,12,363,1.01139601139601,"1 - 2","success",0.999997530435179
"ARHGAP33","MLres",-0.0659446780110869,0.20765797853751,0.750815759490735,340,340,23,363,1.03235294117647,"1 - 3","success",0.999997530435179
"NDUFAB1","MLres",0.211907387357146,0.205190399811247,0.301727747503791,337,337,26,363,1.06824925816024,"1 - 2","success",0.999997530435179
"PDK4","MLres",0.0841305265228253,0.204718867212939,0.681104512956394,352,352,11,363,1.04545454545455,"1 - 2","success",0.999997530435179
"SLC22A16","MLres",-0.0128027025917379,0.219241118905606,0.953433570680448,300,300,63,363,1.02666666666667,"1 - 2","success",0.999997530435179
"ZMYND10","MLres",-0.0367302558813665,0.213670976506265,0.86351535543972,348,348,15,363,1.00574712643678,"1 - 2","success",0.999997530435179
"ABCB5","MLres",-0.0050971559629748,0.228801294492063,0.982226474368457,263,263,100,363,1.00760456273764,"1 - 2","success",0.999997530435179
"ARX","MLres",0.0095146169177898,0.28765467177484,0.973613562908762,206,206,157,363,1.00970873786408,"1 - 2","success",0.999997530435179
"SLC25A13","MLres",-0.138761314465433,0.20708526544857,0.502814120282478,345,345,18,363,1.05217391304348,"1 - 2","success",0.999997530435179
"ST7","MLres",-0.386597082482236,0.181665359540701,0.0333310608140688,353,353,10,363,1.30878186968839,"1 - 7","success",0.999997530435179
"CDC27","MLres",-0.0845397474091014,0.202168156959167,0.675826121832477,340,340,23,363,1.1,"1 - 3","success",0.999997530435179
"SLC4A1","MLres",-0.00914216987702108,0.210456483909398,0.965351018831025,335,335,28,363,1.00298507462687,"1 - 2","success",0.999997530435179
"CALCR","MLres",-0.0394887378644687,0.210352627534651,0.85109114751838,339,339,24,363,1.02064896755162,"1 - 2","success",0.999997530435179
"HCCS","MLres",-0.0305242560799401,0.208329287065247,0.883511474952974,351,351,12,363,1.01424501424501,"1 - 2","success",0.999997530435179
"DVL2","MLres",0.0784640360400934,0.210433551912301,0.709246341520786,332,332,31,363,1.03915662650602,"1 - 2","success",0.999997530435179
"PRSS22","MLres",0.0485889724664077,0.211414019332621,0.818225017343256,336,336,27,363,1.03571428571429,"1 - 2","success",0.999997530435179
"UPF1","MLres",0.00161604705438405,0.211118254583051,0.993892492126037,334,334,29,363,1.02095808383234,"1 - 2","success",0.999997530435179
"SKAP2","MLres",0.0518360101203626,0.205837393353965,0.801172545334446,348,348,15,363,1.03735632183908,"1 - 6","success",0.999997530435179
"SLC25A5","MLres",-0.0300277516389776,0.231823645415222,0.896939534603629,286,286,77,363,1.02797202797203,"1 - 2","success",0.999997530435179
"MCUB","MLres",-0.0320009046127522,0.217121841035426,0.882826682910085,330,330,33,363,1.01515151515152,"1 - 2","success",0.999997530435179
"HOXA11","MLres",0.00422778295574046,0.226141811092993,0.985084198982734,312,312,51,363,1.00320512820513,"1 - 2","success",0.999997530435179
"POLR2J","MLres",0.0434898064337549,0.248886449811091,0.861285867458301,271,271,92,363,1.02583025830258,"1 - 3","success",0.999997530435179
"DHX33","MLres",0.129898595230588,0.211636897742582,0.53936040246235,336,336,27,363,1.03571428571429,"1 - 3","success",0.999997530435179
"MEOX1","MLres",-0.0113398020465412,0.210006743072566,0.956937296656131,349,349,14,363,1.01432664756447,"1 - 2","success",0.999997530435179
"THSD7A","MLres",-0.111728880267476,0.206785969703396,0.588982086177966,335,335,28,363,1.07761194029851,"1 - 2","success",0.999997530435179
"LIG3","MLres",-0.0931008179471053,0.204327971903763,0.648645985057652,355,355,8,363,1.04225352112676,"1 - 3","success",0.999997530435179
"RPAP3","MLres",-0.0542003960806413,0.20535841021893,0.791833292243217,337,337,26,363,1.06528189910979,"1 - 2","success",0.999997530435179
"ACSM3","MLres",0.0217932274224924,0.216903396727944,0.919967746888016,303,303,60,363,1.04290429042904,"1 - 3","success",0.999997530435179
"REXO5","MLres",-0.0334429505067752,0.233863250680049,0.886288473555219,281,281,82,363,1.02491103202847,"1 - 2","success",0.999997530435179
"CIAPIN1","MLres",0.100398355122234,0.204409265009847,0.623310863878102,350,350,13,363,1.06857142857143,"1 - 4","success",0.999997530435179
"SPPL2B","MLres",0.0238781365575912,0.208405143802885,0.908781550505235,337,337,26,363,1.02967359050445,"1 - 2","success",0.999997530435179
"FAM214B","MLres",-0.0168606278489653,0.208703426529551,0.935610949974608,354,354,9,363,1.00564971751412,"1 - 2","success",0.999997530435179
"COPZ2","MLres",-0.0150843649170346,0.210445420401755,0.942857944960717,354,354,9,363,1.0225988700565,"1 - 3","success",0.999997530435179
"PRKAR2B","MLres",0.379205701898617,0.198565839227645,0.0561689193097478,350,350,13,363,1.12571428571429,"1 - 2","success",0.999997530435179
"MSL3","MLres",-0.130729999660405,0.208573886991886,0.530803270534151,338,338,25,363,1.07396449704142,"1 - 4","success",0.999997530435179
"CREBBP","MLres",-0.142430171453684,0.207302625327593,0.492042397366936,332,332,31,363,1.06024096385542,"1 - 2","success",0.999997530435179
"TSPOAP1","MLres",0.0222299964425997,0.217183954848653,0.918474415685118,319,319,44,363,1.03448275862069,"1 - 3","success",0.999997530435179
"MPO","MLres",-0.0952248661921449,0.213042455960633,0.654892383847585,335,335,28,363,1.02686567164179,"1 - 2","success",0.999997530435179
"PON1","MLres",-0.0219062823085398,0.217356463355608,0.919721093751023,305,305,58,363,1.00655737704918,"1 - 2","success",0.999997530435179
"GCFC2","MLres",-0.115324803962844,0.209370199976251,0.581758675672546,317,317,46,363,1.09148264984227,"1 - 3","success",0.999997530435179
"WDR54","MLres",-0.0192413997020013,0.206853232475812,0.92588801031416,354,354,9,363,1.01977401129944,"1 - 3","success",0.999997530435179
"CROT","MLres",-0.0999212647667437,0.204938529596952,0.62585657234463,346,346,17,363,1.0635838150289,"1 - 3","success",0.999997530435179
"ABCB4","MLres",-0.250400516038981,0.203938761618732,0.219513762229304,313,313,50,363,1.15335463258786,"1 - 3","success",0.999997530435179
"KMT2E","MLres",NA,NA,NA,0,321,42,363,NA,NA,"No variation in nonzero copy numbers",NA
"RHBDD2","MLres",0.00876976695564385,0.218085700937357,0.967923727827285,327,327,36,363,1.01223241590214,"1 - 2","success",0.999997530435179
"SOX8","MLres",0.0646916530312512,0.224551148894361,0.773275418197122,313,313,50,363,1.0223642172524,"1 - 2","success",0.999997530435179
"IBTK","MLres",-0.310969090200945,0.26671500327226,0.24364567977518,339,339,24,363,1.1740412979351,"1 - 31","success",0.999997530435179
"ZNF195","MLres",0.459457927995953,0.250738573642432,0.0668891372414086,275,275,88,363,14.1563636363636,"1 - 60","success",0.999997530435179
"MYCBP2","MLres",-0.297298704654542,0.208712208530169,0.15431819075043,318,318,45,363,1.17610062893082,"1 - 4","success",0.999997530435179
"FBXL3","MLres",-0.021098671396459,0.209835399397709,0.91990874146804,350,350,13,363,1.00285714285714,"1 - 2","success",0.999997530435179
"ITGAL","MLres",0.162895490296618,0.205912090823709,0.428890073296064,336,336,27,363,1.13690476190476,"1 - 4","success",0.999997530435179
"PDK2","MLres",-0.0397077536083764,0.208702290107075,0.849105186611063,348,348,15,363,1.01436781609195,"1 - 2","success",0.999997530435179
"ITGA3","MLres",-0.00577094744112741,0.207871206165242,0.977851870223692,343,343,20,363,1.02332361516035,"1 - 3","success",0.999997530435179
"ZFX","MLres",0.116054364212205,0.179309253155508,0.517482966972803,337,337,26,363,1.40652818991098,"1 - 3","success",0.999997530435179
"LAMP2","MLres",-0.272165914928996,0.198209890714293,0.169715123190499,343,343,20,363,1.12827988338192,"1 - 8","success",0.999997530435179
"ITGA2B","MLres",NA,NA,NA,0,335,28,363,NA,NA,"No variation in nonzero copy numbers",NA
"ASB4","MLres",-0.0517905292608397,0.210442960654447,0.805602922676906,341,341,22,363,1.02932551319648,"1 - 2","success",0.999997530435179
"GDE1","MLres",0.0130070199579817,0.207305515944552,0.949970963826329,351,351,12,363,1.01709401709402,"1 - 3","success",0.999997530435179
"REX1BD","MLres",-0.00260738184254665,0.217100578894077,0.990417622489942,323,323,40,363,1.01547987616099,"1 - 2","success",0.999997530435179
"CRLF1","MLres",-0.0366501517341487,0.212682607869032,0.863183430824608,340,340,23,363,1.02647058823529,"1 - 2","success",0.999997530435179
"OSBPL7","MLres",-0.0343187270686141,0.228207475210829,0.880461753345128,292,292,71,363,1.00684931506849,"1 - 2","success",0.999997530435179
"TMEM98","MLres",-0.00237048072836525,0.209428067517313,0.990969072998313,350,350,13,363,1.00571428571429,"1 - 2","success",0.999997530435179
"YBX2","MLres",0.000985445755818372,0.216234335722297,0.996363809522782,329,329,34,363,1.00607902735562,"1 - 2","success",0.999997530435179
"KRT33A","MLres",0.0230110488309608,0.237364230516539,0.922770830035983,268,268,95,363,1.02611940298507,"1 - 2","success",0.999997530435179
"MAP3K14","MLres",-0.0214073397464775,0.212202800626051,0.919644518134103,346,346,17,363,1.0028901734104,"1 - 2","success",0.999997530435179
"ABCC8","MLres",-0.0651107847697633,0.196394655044342,0.74024393518295,344,344,19,363,1.15116279069767,"1 - 6","success",0.999997530435179
"CACNG3","MLres",-0.00190248710683239,0.211584584585106,0.992825825952628,350,350,13,363,1.00285714285714,"1 - 2","success",0.999997530435179
"TMEM132A","MLres",-0.0258707624310087,0.228863505808219,0.909998733087489,315,315,48,363,1.01587301587302,"1 - 2","success",0.999997530435179
"AP2B1","MLres",0.0143516222487744,0.197433987099276,0.942052218975151,338,338,25,363,1.14497041420118,"1 - 3","success",0.999997530435179
"TAC1","MLres",-0.0356490292541858,0.206938364604725,0.863226190697305,355,355,8,363,1.01971830985915,"1 - 3","success",0.999997530435179
"ZNF263","MLres",0.421494079561166,0.274599112817529,0.124797746234587,345,345,18,363,1.93623188405797,"1 - 19","success",0.999997530435179
"CX3CL1","MLres",-0.0229590679591203,0.254842284913963,0.928214677617351,257,257,106,363,1.01167315175097,"1 - 2","success",0.999997530435179
"SPATA20","MLres",0.00517384129719642,0.208357061572752,0.980189277679869,351,351,12,363,1.01994301994302,"1 - 3","success",0.999997530435179
"CACNA1G","MLres",-0.140174088987043,0.201390557939704,0.486409361501041,331,331,32,363,1.18429003021148,"1 - 9","success",0.999997530435179
"TNFRSF12A","MLres",0.0102694493670982,0.209398583987273,0.960885353070324,333,333,30,363,1.02102102102102,"1 - 2","success",0.999997530435179
"DLX6","MLres",-0.0281972171684874,0.207215854292628,0.891760770761601,356,356,7,363,1.00842696629213,"1 - 2","success",0.999997530435179
"MAP3K9","MLres",-0.0853727947067072,0.200457441370903,0.670188092861987,343,343,20,363,1.09912536443149,"1 - 4","success",0.999997530435179
"RALA","MLres",0.00431543900033127,0.209984661429686,0.98360366053443,345,345,18,363,1.00869565217391,"1 - 2","success",0.999997530435179
"BAIAP2L1","MLres",-0.0278313127300284,0.216892266023671,0.897896843184859,333,333,30,363,1.02402402402402,"1 - 4","success",0.999997530435179
"KDM7A","MLres",0.00429155173706748,0.210182142876283,0.983709724737659,338,338,25,363,1.01183431952663,"1 - 2","success",0.999997530435179
"ETV1","MLres",-0.146896428446469,0.203415865961887,0.47020328519836,350,350,13,363,1.07428571428571,"1 - 4","success",0.999997530435179
"AGK","MLres",-0.300674398545518,0.196582474002077,0.126138643168799,353,353,10,363,1.12181303116147,"1 - 3","success",0.999997530435179
"ALDH3B1","MLres",-0.0268497789824144,0.213537787196524,0.899939451790084,313,313,50,363,1.07667731629393,"1 - 3","success",0.999997530435179
"TTC22","MLres",-0.149164520286401,0.207005346219934,0.471166155309508,340,340,23,363,1.05294117647059,"1 - 4","success",0.999997530435179
"PHTF2","MLres",0.244721580114945,0.18963467773629,0.196880719181429,349,349,14,363,1.22349570200573,"1 - 4","success",0.999997530435179
"CCL26","MLres",0.0220035809518765,0.233509324007233,0.92492646325157,286,286,77,363,1.01048951048951,"1 - 2","success",0.999997530435179
"FARP2","MLres",0.144371646195975,0.221048328315542,0.513677280581694,306,306,57,363,1.04901960784314,"1 - 2","success",0.999997530435179
"USH1C","MLres",-0.0919403246021914,0.203749867557427,0.651815754410529,349,349,14,363,1.06303724928367,"1 - 4","success",0.999997530435179
"GGCT","MLres",-0.00243773494648131,0.205065073937616,0.990515277759061,351,351,12,363,1.05413105413105,"1 - 3","success",0.999997530435179
"DBF4","MLres",-0.0676671711622972,0.213731282160289,0.751547678209118,320,320,43,363,1.015625,"1 - 2","success",0.999997530435179
"TBXA2R","MLres",0.028918320159887,0.236543861332179,0.902698239863013,304,304,59,363,1.00657894736842,"1 - 2","success",0.999997530435179
"IFRD1","MLres",-0.0531121876989726,0.205204120232898,0.79576939811515,353,353,10,363,1.03399433427762,"1 - 2","success",0.999997530435179
"LGALS14","MLres",0.233879612759439,0.413486263792691,0.571646353500706,111,111,252,363,3,"1 - 13","success",0.999997530435179
"COX10","MLres",-0.00619354286058475,0.213560740161254,0.976863539713766,334,334,29,363,1.0059880239521,"1 - 2","success",0.999997530435179
"GTF2IRD1","MLres",0.155364644515498,0.221249647134383,0.482545589762131,314,314,49,363,1.23248407643312,"1 - 8","success",0.999997530435179
"PAF1","MLres",-0.0542485966802148,0.207464727785103,0.793719696157222,352,352,11,363,1.02272727272727,"1 - 2","success",0.999997530435179
"VPS41","MLres",-0.156316344923645,0.204822509509418,0.445356339652769,341,341,22,363,1.0733137829912,"1 - 3","success",0.999997530435179
"ARHGAP44","MLres",-0.172608329584334,0.209693865438255,0.410425886402913,334,334,29,363,1.08682634730539,"1 - 3","success",0.999997530435179
"ELAC2","MLres",-0.0108548679822099,0.205526671239982,0.957879399692389,335,335,28,363,1.07462686567164,"1 - 4","success",0.999997530435179
"SCIN","MLres",0.0111377958380641,0.21443278099175,0.958575917769484,329,329,34,363,1.00303951367781,"1 - 2","success",0.999997530435179
"ARSD","MLres",0.454025660772765,0.309564004084142,0.142468113369498,212,212,151,363,1.4622641509434,"1 - 5","success",0.999997530435179
"PNPLA4","MLres",-0.00331216049547159,0.230062384955168,0.988513418072203,295,295,68,363,1.0135593220339,"1 - 2","success",0.999997530435179
"MYH13","MLres",0.117389275258575,0.227906426470347,0.60649946917419,252,252,111,363,1.08333333333333,"1 - 3","success",0.999997530435179
"ADIPOR2","MLres",NA,NA,NA,0,352,11,363,NA,NA,"No variation in nonzero copy numbers",NA
"CDKL3","MLres",0.0187702608041966,0.211415946302327,0.929253921614086,305,305,58,363,1.08196721311475,"1 - 3","success",0.999997530435179
"UPP2","MLres",0.00561117741594437,0.252346128590661,0.982259672700501,221,221,142,363,1.03619909502262,"1 - 2","success",0.999997530435179
"PRSS21","MLres",-0.0229084053873768,0.167018289625761,0.890903490781391,303,303,60,363,1.72607260726073,"1 - 6","success",0.999997530435179
"MARK4","MLres",0.237158368779714,0.222083018473414,0.285573924081322,324,324,39,363,1.2037037037037,"1 - 4","success",0.999997530435179
"PROM1","MLres",-0.135606437153471,0.204937221269252,0.508165137947596,341,341,22,363,1.09384164222874,"1 - 5","success",0.999997530435179
"CCDC124","MLres",-0.018560055198858,0.218078036597278,0.932176005457465,324,324,39,363,1.01851851851852,"1 - 2","success",0.999997530435179
"CEACAM21","MLres",0.352365461743854,0.197678422752072,0.0746647038012258,318,318,45,363,6.64465408805031,"1 - 51","success",0.999997530435179
"PAFAH1B1","MLres",-0.114408107696226,0.202476625910471,0.572044155650178,357,357,6,363,1.05042016806723,"1 - 3","success",0.999997530435179
"NOS2","MLres",0.131216965983243,0.252344506409444,0.603069589029167,323,323,40,363,1.39318885448916,"1 - 9","success",0.999997530435179
"DNAH9","MLres",-0.117832367837415,0.219582529950385,0.59153015574195,297,297,66,363,1.0976430976431,"1 - 3","success",0.999997530435179
"KIAA0100","MLres",-0.11036416600935,0.207383483046341,0.594605260677844,342,342,21,363,1.04385964912281,"1 - 3","success",0.999997530435179
"SLC13A2","MLres",-0.00997481212544446,0.201723909587542,0.960562401903857,351,351,12,363,1.05982905982906,"1 - 3","success",0.999997530435179
"GAS7","MLres",-0.183090898686493,0.197702810285309,0.354398413711342,350,350,13,363,1.11142857142857,"1 - 4","success",0.999997530435179
"TRAPPC6A","MLres",-0.0152315953487862,0.212377340489232,0.942825142323197,327,327,36,363,1.02140672782875,"1 - 2","success",0.999997530435179
"MATK","MLres",0.0559886194767849,0.2138028771853,0.793421452773481,325,325,38,363,1.04923076923077,"1 - 2","success",0.999997530435179
"CEACAM7","MLres",0.0814218662123223,0.208122514925659,0.695634001432946,334,334,29,363,8.55688622754491,"1 - 57","success",0.999997530435179
"CD79B","MLres",-0.0106458671460744,0.20728438660586,0.959039653501719,351,351,12,363,1.01139601139601,"1 - 2","success",0.999997530435179
"SCN4A","MLres",0.0574799107728823,0.219799898900635,0.793699101322823,318,318,45,363,1.01572327044025,"1 - 3","success",0.999997530435179
"ST7L","MLres",-0.108859733048492,0.198922811632213,0.584209667926935,344,344,19,363,1.14825581395349,"1 - 5","success",0.999997530435179
"TKTL1","MLres",0.0460852216147963,0.221969035317057,0.835525649951209,296,296,67,363,1.03716216216216,"1 - 3","success",0.999997530435179
"PAX6","MLres",-0.138756053004509,0.198612043716315,0.484784168758761,353,353,10,363,1.09348441926346,"1 - 4","success",0.999997530435179
"RPUSD1","MLres",-0.00880828957761682,0.217140362419658,0.967642720996612,334,334,29,363,1.01197604790419,"1 - 2","success",0.999997530435179
"RHBDF1","MLres",0.0158876501111777,0.214521961935926,0.940962073424714,338,338,25,363,1.00591715976331,"1 - 2","success",0.999997530435179
"LUC7L","MLres",0.350724801929028,0.206407391637733,0.0892839136384287,342,342,21,363,1.22514619883041,"1 - 3","success",0.999997530435179
"CACNA2D2","MLres",-0.225063943758273,0.205164940681577,0.27264564533834,333,333,30,363,1.15615615615616,"1 - 4","success",0.999997530435179
"BAIAP3","MLres",-0.0477820495670192,0.218852759149123,0.827172262679964,327,327,36,363,1.02752293577982,"1 - 3","success",0.999997530435179
"TSR3","MLres",-0.0017794108172793,0.21284384488237,0.993329626793192,346,346,17,363,1.00867052023121,"1 - 2","success",0.999997530435179
"PIGQ","MLres",-0.00195567561072316,0.215802103729672,0.992769384585836,336,336,27,363,1.01488095238095,"1 - 2","success",0.999997530435179
"CRAMP1","MLres",-0.00723901300156828,0.21613155464502,0.973281009414777,335,335,28,363,1.00597014925373,"1 - 2","success",0.999997530435179
"TEAD3","MLres",0.260090850745384,0.218570920347402,0.234061757330616,339,339,24,363,1.18289085545723,"1 - 3","success",0.999997530435179
"SELE","MLres",-0.134843693343702,0.207003231475699,0.514782735236827,339,339,24,363,1.05899705014749,"1 - 5","success",0.999997530435179
"DNAJC11","MLres",-0.0155553865599133,0.208786550834734,0.940609536154675,338,338,25,363,1.06804733727811,"1 - 4","success",0.999997530435179
"FMO3","MLres",0.0150686643134714,0.258138785377549,0.953450505805941,279,279,84,363,1.00358422939068,"1 - 2","success",0.999997530435179
"MYLIP","MLres",0.0315586577874075,0.208229428853567,0.879536236011509,353,353,10,363,1.01133144475921,"1 - 2","success",0.999997530435179
"NOX1","MLres",-0.0900305669197323,0.232348187335103,0.698399960519104,260,260,103,363,1.05,"1 - 3","success",0.999997530435179
"E2F2","MLres",-0.0183787086130245,0.207973714589696,0.929582331456004,346,346,17,363,1.02023121387283,"1 - 2","success",0.999997530435179
"PSMB1","MLres",-0.00761305302226419,0.208292487125505,0.970843954185173,349,349,14,363,1.01146131805158,"1 - 2","success",0.999997530435179
"SYN1","MLres",-0.0831127136610151,0.213760755620338,0.697415338322299,323,323,40,363,1.04643962848297,"1 - 2","success",0.999997530435179
"JARID2","MLres",-0.143648837345996,0.214486176839295,0.50302692106286,321,321,42,363,1.06853582554517,"1 - 3","success",0.999997530435179
"CDKL5","MLres",-0.210583552811016,0.199651767801525,0.291537728308798,339,339,24,363,1.11799410029499,"1 - 4","success",0.999997530435179
"CAMK1G","MLres",-0.0459804207427533,0.209060255363231,0.825918970594918,351,351,12,363,1.01709401709402,"1 - 2","success",0.999997530435179
"CDK11A","MLres",0.0542915106347857,0.391494053086693,0.889704808756002,111,111,252,363,1.04504504504505,"1 - 2","success",0.999997530435179
