"","X","Scientific_name","maximum_longevity_y","adult_body_mass_g","order","common_name","MLres"
"204",204,"Molossus_molossus",5.6,14,"Chiroptera","Pallas's mastiff bat",-0.148512457613704
"205",205,"Monodelphis_domestica",5.1,105,"Didelphimorphia","Gray short-tailed opossum",-0.324765777203385
"206",206,"Moschus_moschiferus",13.89166667,10000,"Artiodactyla","Siberian musk deer",-0.196299458018033
"207",207,"Mungos_mungo",17.4,1331.5,"Carnivora","Banded mongoose",0.0372235284299088
"208",208,"Muntiacus_crinifrons",11.975,18590,"Artiodactyla","Black muntjac",-0.302516894603981
"209",209,"Muntiacus_muntjak",18.8,21000,"Artiodactyla","Indian muntjac",-0.114840311552338
"210",210,"Muntiacus_reevesi",23.2,18000,"Artiodactyla","Reeves's muntjac",-0.0131333491037948
"211",211,"Mus_caroli",6,11.2,"Rodentia","Ryukyu mouse",-0.103528074479603
"212",212,"Mus_musculus",4,20.5,"Rodentia","House mouse",-0.320312680361169
"213",213,"Mus_spicilegus",3.5,19.9,"Rodentia","Mound-building mouse",-0.376304991376178
"214",214,"Mus_spretus",6,19.9,"Rodentia","Western Mediterranean Mouse",-0.14222178534281
"215",215,"Muscardinus_avellanarius",5.3,27.3,"Rodentia","Hazel dormouse",-0.217380302228388
"216",216,"Mustela_erminea",12.5,110.3,"Carnivora","Ermine",0.0612591728580679
"217",217,"Mustela_putorius",11.1,809,"Carnivora","European polecat",-0.12446163986972
"218",218,"Myocastor_coypus",8.5,7850,"Rodentia","Nutria",-0.393339566104424
"219",219,"Myodes_glareolus",4.9,20.8,"Rodentia","Bank vole",-0.233154567130808
"220",220,"Myotis_brandtii",41,7,"Chiroptera","Brandt's bat",0.762743356100028
"221",221,"Myotis_davidii",24,5.3,"Chiroptera","David's Myotis",0.54889831183091
"222",222,"Myotis_lucifugus",34,10,"Chiroptera","Little brown bat",0.65742844041138
"223",223,"Myotis_myotis",37.1,28.55,"Chiroptera","Mouse-eared bat",0.624703979010583
"224",224,"Myotis_septentrionalis",19,6,"Chiroptera","Northern Myotis",0.439089927154445
"225",225,"Nanger_granti",19.7,67000,"Artiodactyla","Grant's gazelle",-0.17263009855431
"226",226,"Nasalis_larvatus",25.1,14617.5,"Primates","Proboscis monkey",0.0350643953906027
"227",227,"Nasua_narica",26.4,3750,"Carnivora","White-nosed coati",0.148575742043237
"228",228,"Neofelis_nebulosa",19.8,19500,"Carnivora","Clouded leopard",-0.0873443088503648
"229",229,"Neotoma_lepida",10.5,236,"Rodentia","Desert woodrat",-0.0656640643661757
"230",230,"Neotragus_pygmaeus",11.1,2250,"Artiodactyla","Royal antelope",-0.193318403207446
"231",231,"Neovison_vison",11.4,925,"Carnivora","American mink",-0.121899779741277
"232",232,"Noctilio_leporinus",11.8,50,"Chiroptera","Greater bulldog bat",0.0894904029181983
"233",233,"Nomascus_leucogenys",44.1,6000,"Primates","White-cheeked gibbon",0.339771580397706
"234",234,"Nyctereutes_procyonoides",16.6,6500,"Carnivora","Raccoon dog",-0.0899470861472791
"235",235,"Nycticebus_bengalensis",26.5,959.75,"Primates","Bengal Slow Loris",0.241958684904909
"236",236,"Nycticebus_coucang",25.8,890.5,"Primates","Slow loris",0.235373803623821
"237",237,"Nycticeius_humeralis",6,9.75,"Chiroptera","Evening bat",-0.0941949294563061
"238",238,"Ochotona_princeps",7,100,"Lagomorpha","American pika",-0.183953548373868
"239",239,"Octodon_degus",14,235,"Rodentia","Degu",0.0595605161006085
"240",240,"Odobenus_rosmarus",40,1012500,"Carnivora","Walrus",-0.0478322800295661
"241",241,"Odocoileus_virginianus",23,87000,"Artiodactyla","White-tailed deer",-0.122952504558257
"242",242,"Okapia_johnstoni",33.5,225000,"Artiodactyla","Okapi",-0.0235987984717572
"243",243,"Ondatra_zibethicus",10,1362,"Rodentia","Muskrat",-0.204850300992145
"244",244,"Onychomys_torridus",4.6,22,"Rodentia","Southern grasshopper mouse",-0.26436854116764
"245",245,"Oreamnos_americanus",20.8,90000,"Artiodactyla","Mountain goat",-0.168899126788985
"246",246,"Oreotragus_oreotragus",25.9,12000,"Artiodactyla","Klipspringer",0.0619727710109219
"247",247,"Ornithorhynchus_anatinus",22.6,1250,"Monotremata","Duck-billed platypus",0.155034579245369
"248",248,"Oryctolagus_cuniculus",9,1800,"Lagomorpha","European rabbit",-0.26937771279812
"249",249,"Oryx_dammah",27.5,177500,"Artiodactyla","Scimitar-horned oryx",-0.0933482522733138
"250",250,"Oryx_gazella",23.8,170000,"Artiodactyla","Gemsbok",-0.153197805620253
"251",251,"Otocyon_megalotis",17,4150,"Carnivora","Bat-eared fox",-0.0494019208769267
"252",252,"Otolemur_crassicaudatus",22.7,1094.5,"Primates","Greater galago",0.165894669734224
"253",253,"Otolemur_garnettii",20,1300,"Primates","Small-eared galago",0.0993159492336994
"254",254,"Ovis_ammon",16.8,160000,"Artiodactyla","Argali",-0.30038446617755
"255",255,"Ovis_aries",22.8,80000,"Artiodactyla","Domestic sheep or mouflon",-0.121098916902761
"256",256,"Ovis_canadensis",20.6,70275,"Artiodactyla","Bighorn sheep",-0.156441665383778
"257",257,"Pachyuromys_duprasi",8.3,40,"Rodentia","Fat-tailed gerbil",-0.048292352255195
"258",258,"Pan_paniscus",55,39925,"Primates","Pygmy chimpanzee or bonobo",0.308115245807585
"259",259,"Pan_troglodytes",59.4,44983.5,"Primates","Chimpanzee",0.333508654335982
"260",260,"Panthera_leo",27,175000,"Carnivora","Lion",-0.100362327246574
"261",261,"Panthera_onca",28,81150,"Carnivora","Jaguar",-0.0328365127136622
"262",262,"Panthera_pardus",27.3,53750,"Carnivora","Leopard",-0.0161006394965099
"263",263,"Papio_anubis",45,17728.56,"Primates","Olive Baboon",0.27561403887257
"264",264,"Papio_hamadryas",37.5,18000,"Primates","Hamadryas baboon",0.195409933733024
"265",265,"Papio_papio",45,18000,"Primates","Guinea Baboon",0.274591179780649
"266",266,"Paradoxurus_hermaphroditus",24.5,3100,"Carnivora","Asian palm civet",0.128951775399921
"267",267,"Pedetes_capensis",20,3500,"Rodentia","Springhare",0.0326461437727218
"268",268,"Peromyscus_crinitus",7.7,16.5,"Rodentia","Canyon mouse",-0.0212700046009
"269",269,"Peromyscus_eremicus",7.4,25,"Rodentia","Cactus mouse",-0.0664999006567539
"270",270,"Peromyscus_leucopus",7.9,23,"Rodentia","White-footed mouse",-0.0324916020767042
"271",271,"Peromyscus_nasutus",5.4,28,"Rodentia","Northern Rock Deermouse",-0.210966708797133
"272",272,"Petromus_typicus",7.066666667,200,"Rodentia","Dassie rat",-0.226496966158747
"273",273,"Phalanger_gymnotis",18.9,2400,"Diprotodontia","Ground cuscus",0.0334759388599667
"274",274,"Phascolarctos_cinereus",22.1,9300,"Diprotodontia","Koala",0.0102236397959375
"275",275,"Philantomba_maxwellii",18.3,7000,"Artiodactyla","Maxwell's duiker",-0.0525927461610271
"276",276,"Phoca_largha",47.6,85000,"Carnivora","Spotted seal",0.194492174043925
"277",277,"Phoca_vitulina",47.6,115000,"Carnivora","Harbor seal",0.174143796324546
"278",278,"Phyllostomus_discolor",9,43.4,"Chiroptera","Pale spear-nosed bat",-0.0186195839998174
"279",279,"Pipistrellus_kuhlii",8,6,"Chiroptera","Kuhl's pipistrelle",0.0634263131935597
"280",280,"Pipistrellus_pipistrellus",16.6,5,"Chiroptera","Common pipistrelle",0.392717595409378
"281",281,"Pithecia_pithecia",36,1480,"Primates","Guianan saki",0.345859045445998
"282",282,"Plecotus_auritus",30,7.8,"Chiroptera","Brown big-eared bat",0.619796234636371
"283",283,"Pongo_abelii",60,53408.29,"Primates","Sumatran Orangutan",0.326317285215832
"284",284,"Pongo_pygmaeus",59,64475,"Primates","Orangutan",0.306341640517272
"285",285,"Potos_flavus",38.4,3000,"Carnivora","Kinkajou",0.326324199297595
"286",286,"Procapra_przewalskii",5.6,25348.83,"Artiodactyla","Przewalski's Gazelle",-0.65347971142071
"287",287,"Procavia_capensis",14.8,3600,"Hyracoidea","Rock hyrax",-0.100018490842684
"288",288,"Procyon_lotor",21,6000,"Carnivora","Common raccoon",0.0175522856637865
"289",289,"Prolemur_simus",17.6,1737.5,"Primates","Greater bamboo lemur",0.0242713548749918
"290",290,"Propithecus_coquereli",30.5,3622.695,"Primates","Coquerel's Sifaka",0.213596593082631
"291",291,"Psammomys_obesus",3.2,212,"Rodentia","Fat sand rat",-0.574484031318434
"292",292,"Pteronura_brasiliensis",17.3,24000,"Carnivora","Giant otter",-0.159940873941732
"293",293,"Pteropus_alecto",19.7,672.1,"Chiroptera","Black flying fox",0.137161464080716
"294",294,"Pteropus_giganteus",40,1175,"Chiroptera","Indian flying fox",0.40715134399328
"295",295,"Pteropus_rufus",9.9,776.345,"Chiroptera","Malagasy Flying Fox",-0.171375871162515
"296",296,"Pteropus_vampyrus",20.9,872,"Chiroptera","Large flying fox",0.145313596932361
"297",297,"Puma_concolor",23.8,63000,"Carnivora","Cougar",-0.0863755286840677
"298",298,"Pygathrix_nemaeus",26,9720,"Primates","Douc langur",0.077831278716741
